season,date,tournament,level,classification,classification_evidence,round,surface,home_player,away_player,home_player_id,away_player_id,winner_code,home_set_score,away_set_score,source,match_key
2023,2023-10-30,Midland Chall. Women - Qualification (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,hard,Beck C.,Anderson R.,199761,880806,2.0,0.0,2.0,TennisData.app,6823c9fdb318b09deee4b812
2023,2023-10-30,Midland Chall. Women - Qualification (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,hard,Jimenez Kasintseva V.,Hu V.,199960,557168,2.0,1.0,2.0,TennisData.app,b3e74a9b3758a508bdb44d13
2023,2023-10-30,Midland Chall. Women - Qualification (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,hard,Kolodynska J.,Lepchenko V.,651561,958557,2.0,1.0,2.0,TennisData.app,628834af36441d66a84ad2c0
2023,2023-10-30,Midland Chall. Women - Qualification (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,hard,Sun L.,Chirico L.,460138,936231,1.0,2.0,0.0,TennisData.app,0d3167989e65161122b364d5
2023,2023-10-31,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,hard,Anderson R.,Kalieva E.,880806,766060,1.0,2.0,0.0,TennisData.app,712d86fb6304de43ec740ef4
2023,2023-10-31,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,hard,Hartono A.,Fett J.,103288,591336,2.0,0.0,2.0,TennisData.app,0ef033a2ddcc6ae2c8f5847d
2023,2023-10-31,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,hard,Hu V.,Baptiste H.,557168,987862,2.0,0.0,2.0,TennisData.app,f473f9158433e5a18370a253
2023,2023-10-31,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,hard,Krueger A.,Lepchenko V.,701534,958557,1.0,1.0,0.0,TennisData.app,d748145325864ea302b29c1a
2023,2023-10-31,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,hard,Scott K.,Zarazua R.,540114,988957,1.0,2.0,1.0,TennisData.app,d3387c7c48dea032ad7818a2
2023,2023-10-31,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,hard,Sebov K.,Sun L.,451842,460138,1.0,2.0,1.0,TennisData.app,f0dc516bd4b21434feb34549
2023,2023-10-31,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,hard,Townsend T.,Serban R.,948848,265494,1.0,2.0,1.0,TennisData.app,0db90ddc691774f51ce5f4b6
2023,2023-11-01,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,hard,Kalinskaya A.,Watson H.,393113,630986,1.0,2.0,0.0,TennisData.app,f3107df592512d7dbe9564f2
2023,2023-11-01,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,hard,Kessler M.,Bektas E.,421789,826437,2.0,1.0,2.0,TennisData.app,08e3e250c622c7a1cd5266cc
2023,2023-11-01,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,hard,Marino R.,Arango E.,675084,741705,1.0,2.0,1.0,TennisData.app,4f8cb0db144df3afafb3b558
2023,2023-11-01,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,hard,Navarro E.,Beck C.,804248,199761,1.0,2.0,0.0,TennisData.app,dc3ee73534c43c4cc1ee2f7c
2023,2023-11-01,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,hard,Volynets K.,Prozorova T.,421894,589935,2.0,1.0,2.0,TennisData.app,ae942ad7f3122f63f495a744
2023,2023-11-01,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/8-finals,hard,Baptiste H.,Stearns P.,987862,688846,1.0,2.0,1.0,TennisData.app,88350708d12bc4a3dc0f4068
2023,2023-11-01,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/8-finals,hard,Krueger A.,Sebov K.,701534,451842,2.0,0.0,2.0,TennisData.app,f4b525fd518b4a54bf906339
2023,2023-11-01,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/8-finals,hard,Monnet C.,Parks A.,203674,663060,2.0,0.0,2.0,TennisData.app,6e823f34173f68a62c648af1
2023,2023-11-01,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/8-finals,hard,Townsend T.,Starodubtseva Y.,948848,976242,1.0,2.0,1.0,TennisData.app,a611dfdf8b13aad22e680ca4
2023,2023-11-02,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/8-finals,hard,Fett J.,Marino R.,591336,675084,1.0,2.0,1.0,TennisData.app,2372713d89942e42980131ca
2023,2023-11-02,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/8-finals,hard,Navarro E.,Anderson R.,804248,880806,1.0,2.0,0.0,TennisData.app,61d2a458a06af8be089d185c
2023,2023-11-02,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/8-finals,hard,Prozorova T.,Kalinskaya A.,589935,393113,2.0,0.0,2.0,TennisData.app,cf7feb085bc8407f27d93c00
2023,2023-11-02,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/8-finals,hard,Scott K.,Bektas E.,540114,826437,2.0,0.0,2.0,TennisData.app,eb6f3b0090421aad0400958d
2023,2023-11-03,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Quarter-finals,hard,Kalinskaya A.,Baptiste H.,393113,987862,1.0,2.0,1.0,TennisData.app,ca210e08acc3d3a4d4e3feb9
2023,2023-11-03,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Quarter-finals,hard,Navarro E.,Bektas E.,804248,826437,1.0,2.0,0.0,TennisData.app,4da7c84aecbdc4eec16a742b
2023,2023-11-03,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Quarter-finals,hard,Sebov K.,Parks A.,451842,663060,2.0,0.0,2.0,TennisData.app,5b8811622f0edcee07f977f2
2023,2023-11-03,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Quarter-finals,hard,Townsend T.,Fett J.,948848,591336,2.0,,,TennisData.app,6e03cb808959bd4c798db3e7
2023,2023-11-04,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Semi-finals,hard,Navarro E.,Fett J.,804248,591336,2.0,1.0,2.0,TennisData.app,343b94dec71db7c14e5d537f
2023,2023-11-04,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Semi-finals,hard,Parks A.,Kalinskaya A.,663060,393113,2.0,1.0,2.0,TennisData.app,1321a47a8897b7ed04bbaddd
2023,2023-11-05,Midland Chall. Women (indoor),WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Final,hard,Fett J.,Kalinskaya A.,591336,393113,2.0,0.0,2.0,TennisData.app,bd9bbe7c39af09e222411eaf
2023,2023-11-12,Colina Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Jones M.,Gorgodze E.,448529,896973,2.0,1.0,2.0,TennisData.app,cc65fa40be06153994b110c0
2023,2023-11-12,Colina Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Nahimana S.,Vergara Rivera A.,413935,525889,1.0,2.0,0.0,TennisData.app,fc804bf72a0a1a9659e44aad
2023,2023-11-12,Colina Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Perrin C.,Goldsmith Weinreich P.,840869,570453,1.0,2.0,0.0,TennisData.app,ba095b9fdd3e20e180e2b5a2
2023,2023-11-12,Colina Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Vedder E.,Anshba A.,233310,997652,2.0,1.0,2.0,TennisData.app,e9f913339063862ee9dc5735
2023,2023-11-13,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Bouzas Maneiro J.,Labrana F.,595819,101703,1.0,2.0,0.0,TennisData.app,c037a747c4a5006e66326646
2023,2023-11-13,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Hercog P.,Bulgaru M.,403306,104163,1.0,2.0,1.0,TennisData.app,87250ac6c16dc86729f09680
2023,2023-11-13,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Jeanjean L.,Anshba A.,344636,997652,1.0,2.0,0.0,TennisData.app,34b0b655d5e14026236cae87
2023,2023-11-13,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Sierra S.,Papamichail D.,519047,255338,2.0,0.0,2.0,TennisData.app,8b94f76a80c65c04d9711048
2023,2023-11-14,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Carle M. L.,Parry D.,957435,671871,2.0,1.0,2.0,TennisData.app,a9a8ffe9636857a33a0b4d0a
2023,2023-11-14,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Errani S.,Starodubtseva Y.,441079,976242,2.0,0.0,2.0,TennisData.app,bf1bca285d879fe167b870ab
2023,2023-11-14,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Ferro F.,Alves C.,192242,240894,1.0,2.0,0.0,TennisData.app,3e8250d6d8de7f6e8bfff276
2023,2023-11-14,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Perez Alarcon L.,Mandlik E.,316374,937315,2.0,0.0,2.0,TennisData.app,6f6f26b64da8f9a16667838e
2023,2023-11-14,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Seguel D.,Oz I.,200984,142829,1.0,2.0,0.0,TennisData.app,db248724d24643adf8324ca5
2023,2023-11-15,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Bondar A.,Bejlek S.,610520,429517,2.0,1.0,2.0,TennisData.app,3a777c172d1705eef4c74897
2023,2023-11-15,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Capurro Taborda M.,Gorgodze E.,458195,896973,2.0,0.0,2.0,TennisData.app,784fa73dec7511cb76587cae
2023,2023-11-15,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Monnet C.,Pigossi L.,203674,328017,2.0,1.0,2.0,TennisData.app,3d4858a4453a0da05f8025dd
2023,2023-11-15,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Nahimana S.,Naya G.,413935,143211,2.0,0.0,2.0,TennisData.app,9bc1f048210d0f744fd03f27
2023,2023-11-15,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Perrin C.,Podoroska N.,840869,499387,2.0,1.0,2.0,TennisData.app,cfad1e8b6e21f65c5c7c7b9e
2023,2023-11-15,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Sherif M.,Riera J.,729721,885767,1.0,2.0,0.0,TennisData.app,d3e7263dd17996dbec8ea755
2023,2023-11-15,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Udvardy P.,Shnaider D.,416641,425446,1.0,2.0,0.0,TennisData.app,738fd71749f02dd3cda3fcf1
2023,2023-11-15,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/8-finals,clay,Ferro F.,Parry D.,192242,671871,2.0,0.0,2.0,TennisData.app,5e985deb2c3141475f1e533e
2023,2023-11-15,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/8-finals,clay,Jeanjean L.,Papamichail D.,344636,255338,1.0,2.0,1.0,TennisData.app,e7a1aff6f7b64a8115efd036
2023,2023-11-16,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/8-finals,clay,Bejlek S.,Gorgodze E.,429517,896973,1.0,2.0,0.0,TennisData.app,1253987589f6546d5b9be5a2
2023,2023-11-16,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/8-finals,clay,Bouzas Maneiro J.,Udvardy P.,595819,416641,2.0,0.0,2.0,TennisData.app,064afe40e2f1ac526f9588e8
2023,2023-11-16,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/8-finals,clay,Pigossi L.,Mandlik E.,328017,937315,2.0,1.0,2.0,TennisData.app,f3cecf127a474dc2fca7e77f
2023,2023-11-16,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/8-finals,clay,Seguel D.,Podoroska N.,200984,499387,2.0,0.0,2.0,TennisData.app,7a1dee6efe7a1e2e4c9af83f
2023,2023-11-16,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/8-finals,clay,Sherif M.,Hercog P.,729721,403306,2.0,1.0,2.0,TennisData.app,2001254d35c27ae54cede769
2023,2023-11-16,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/8-finals,clay,Starodubtseva Y.,Naya G.,976242,143211,1.0,2.0,0.0,TennisData.app,983e9afadf99ad20434ab9b2
2023,2023-11-17,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Quarter-finals,clay,Bejlek S.,Udvardy P.,429517,416641,1.0,2.0,1.0,TennisData.app,64264f483cb7e4afed1da255
2023,2023-11-17,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Quarter-finals,clay,Hercog P.,Parry D.,403306,671871,2.0,1.0,2.0,TennisData.app,57db1c53ba4432767b87df7c
2023,2023-11-17,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Quarter-finals,clay,Starodubtseva Y.,Mandlik E.,976242,937315,2.0,0.0,2.0,TennisData.app,88e7b1727737f5ad79f0f9fe
2023,2023-11-18,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Quarter-finals,clay,Jeanjean L.,Podoroska N.,344636,499387,2.0,0.0,2.0,TennisData.app,67a0a835201db3a650396558
2023,2023-11-18,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Semi-finals,clay,Parry D.,Mandlik E.,671871,937315,1.0,2.0,0.0,TennisData.app,c876f5c38c79521bef634c23
2023,2023-11-18,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Semi-finals,clay,Podoroska N.,Bejlek S.,499387,429517,2.0,1.0,2.0,TennisData.app,03394c28518dca3fba1b898b
2023,2023-11-19,Colina Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Final,clay,Parry D.,Bejlek S.,671871,429517,2.0,0.0,2.0,TennisData.app,78ce8e389195e33e0f4e2549
2023,2023-11-19,Florianopolis Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Jones M.,Bossi C.,448529,927857,1.0,2.0,0.0,TennisData.app,4b2715abae75924af40e1fbd
2023,2023-11-19,Florianopolis Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Loeb J.,Eidelvein L.,673298,470366,1.0,2.0,0.0,TennisData.app,3f776140bea42d58bd0e3dfd
2023,2023-11-19,Florianopolis Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Nahimana S.,Perrin C.,413935,840869,2.0,0.0,2.0,TennisData.app,e7d351565f52809ae3f124d8
2023,2023-11-19,Florianopolis Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Todoni A. A.,Vedder E.,384199,233310,1.0,2.0,0.0,TennisData.app,03471100f271c8785a2b3860
2023,2023-11-20,Florianopolis Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Alves C.,Monnet C.,240894,203674,2.0,0.0,2.0,TennisData.app,afb4bc4a5f0f37075e22010a
2023,2023-11-20,Florianopolis Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Jones M.,Ce G.,448529,165337,2.0,1.0,0.0,TennisData.app,ed8037c0a784488597786fe1
2023,2023-11-20,Florianopolis Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Loeb J.,Shnaider D.,673298,425446,2.0,0.0,2.0,TennisData.app,e9975de346803dfb7ee33c59
2023,2023-11-20,Florianopolis Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Oz I.,Bondar A.,142829,610520,1.0,2.0,0.0,TennisData.app,fc01e25015d190bbaef9f029
2023,2023-11-20,Florianopolis Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Riera J.,Papamichail D.,885767,255338,2.0,0.0,2.0,TennisData.app,a39a3f38d3439053582d39a0
2023,2023-11-20,Florianopolis Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Tomljanovic A.,Ferro F.,389789,192242,1.0,2.0,1.0,TennisData.app,f6fbff41c35bf67d06a22569
2023,2023-11-21,Florianopolis Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Bouzas Maneiro J.,Podoroska N.,595819,499387,2.0,0.0,2.0,TennisData.app,9aee9dc0e733f3ff84f8b263
2023,2023-11-21,Florianopolis Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Bulgaru M.,Pigossi L.,104163,328017,1.0,2.0,1.0,TennisData.app,6fd166d24b382434b270d219
2023,2023-11-21,Florianopolis Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Capurro Taborda M.,Bohrer Martins C.,458195,694009,1.0,2.0,0.0,TennisData.app,811dcd0e68261df337863143
2023,2023-11-21,Florianopolis Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Carle M. L.,Hercog P.,957435,403306,2.0,1.0,2.0,TennisData.app,4589f9f253e27f09be16f20b
2023,2023-11-21,Florianopolis Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Errani S.,Bejlek S.,441079,429517,2.0,0.0,2.0,TennisData.app,18f3db7c9195671d1132ddad
2023,2023-11-21,Florianopolis Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Jeanjean L.,Marcinko P.,344636,302110,1.0,0.0,0.0,TennisData.app,0f1ca546934cf2d82584058c
2023,2023-11-21,Florianopolis Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Mandlik E.,Perrin C.,937315,840869,1.0,2.0,0.0,TennisData.app,64f6e6612e3feeaa73dd9706
2023,2023-11-21,Florianopolis Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Navarro E.,Sierra S.,804248,519047,2.0,0.0,2.0,TennisData.app,0c4eff6d423da0b6c9ffa958
2023,2023-11-21,Florianopolis Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Parry D.,Todoni A. A.,671871,384199,2.0,0.0,2.0,TennisData.app,b736805a8ba30057c3fa818d
2023,2023-11-21,Florianopolis Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Zarazua R.,Udvardy P.,988957,416641,1.0,2.0,0.0,TennisData.app,396631a4370e211664becdbe
2023,2023-11-22,Florianopolis Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/8-finals,clay,Monnet C.,Shnaider D.,203674,425446,1.0,2.0,1.0,TennisData.app,bcee972efea7b91d27b36501
