season,date,tournament,level,classification,classification_evidence,round,surface,home_player,away_player,home_player_id,away_player_id,winner_code,home_set_score,away_set_score,source,match_key
2025,2025-06-08,Grado Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Craciun G. A.,Yamaguchi M.,723286,421236,2.0,0.0,2.0,TennisData.app,fbed3c21ab74641f760f49c0
2025,2025-06-08,Grado Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Juvan K.,Wuerth T.,506008,605419,1.0,2.0,0.0,TennisData.app,0098b4a4d19ab46b7b151487
2025,2025-06-08,Grado Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Mazzola A.,Zavatska K.,244689,350354,1.0,2.0,1.0,TennisData.app,6f5531817cb0a689c7c39748
2025,2025-06-08,Grado Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Piccinini A.,Vedder E.,281922,233310,2.0,0.0,2.0,TennisData.app,d718dc9e8948c5a1a134d59f
2025,2025-06-08,Grado Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Timofeeva M.,Ovcharenko E.,394732,928234,1.0,2.0,0.0,TennisData.app,25bac18da701adedb0e913ce
2025,2025-06-08,Ilkley Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,grass,Bains N.,Shi H.,291614,363157,2.0,1.0,2.0,TennisData.app,ef0545bf5f48f994466f2c01
2025,2025-06-08,Ilkley Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,grass,Cabrera L.,Johnson F.,434532,355895,1.0,2.0,0.0,TennisData.app,35da985f672c7d8d711a690d
2025,2025-06-08,Ilkley Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,grass,Christie F.,Cross K.,831574,233335,2.0,0.0,2.0,TennisData.app,7a806e2bf1132db33b68e3ba
2025,2025-06-08,Ilkley Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,grass,Day K.,Sakatsume H.,237771,543786,2.0,0.0,2.0,TennisData.app,f4920dec3a501ec0cf97ee1d
2025,2025-06-08,Ilkley Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,grass,Ishii S.,Smith A.,913576,123431,1.0,2.0,1.0,TennisData.app,8aded7354775f63697485c7a
2025,2025-06-08,Ilkley Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,grass,Klimovicova L.,Hule P.,190070,467664,1.0,2.0,0.0,TennisData.app,e68cdf0e9260464d5f7bcaf0
2025,2025-06-08,Ilkley Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,grass,Korpanec Davies A.,Ryser V.,148417,371248,2.0,0.0,2.0,TennisData.app,6592e1262411f1e0372d5649
2025,2025-06-08,Ilkley Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,grass,Leonard M.,McDonald E.,376856,534993,2.0,0.0,2.0,TennisData.app,aea78cd9be3cdb06cf08bf5f
2025,2025-06-08,Ilkley Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,grass,Naef C.,Cooling R.,650165,682219,1.0,2.0,0.0,TennisData.app,8385e259387eff9a1f03bed4
2025,2025-06-08,Ilkley Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,grass,Okamura K.,Diatchenko V.,886250,165732,1.0,2.0,1.0,TennisData.app,78768ebcad81927efb5b8dd8
2025,2025-06-08,Ilkley Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,grass,Rajecki A.,Rinaldo Persson K.,314104,857101,1.0,2.0,0.0,TennisData.app,d2127de4f29b776aafb2122c
2025,2025-06-08,Makarska Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Final,clay,Bejlek S.,Jimenez Kasintseva V.,429517,199960,1.0,2.0,0.0,TennisData.app,3c0374f6e8f9260eb71bbd3f
2025,2025-06-08,Valencia Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Charaeva A.,Kozyreva M.,461549,370844,1.0,2.0,0.0,TennisData.app,98aaeb64e0522f99910b5890
2025,2025-06-08,Valencia Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Cherubini D.,Ibragimova A.,475260,282059,1.0,2.0,1.0,TennisData.app,5e623d4219d4e7c5d9555dbd
2025,2025-06-08,Valencia Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Fita Boluda A.,Montesinos S.,413598,800493,1.0,2.0,0.0,TennisData.app,b7fc380e02c03a06b1dec0c2
2025,2025-06-08,Valencia Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Gorgodze E.,Jones M.,896973,448529,1.0,2.0,0.0,TennisData.app,3b54ee3d3da5409dd26cdfce
2025,2025-06-08,Valencia Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Herrero Linana A.,Lopez Martinez C.,136364,423847,1.0,2.0,1.0,TennisData.app,7c70daf4449838d239394438
2025,2025-06-08,Valencia Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Ito A.,Geerlings Martinez A.,604616,252705,2.0,1.0,2.0,TennisData.app,b5ffb564af58a3e45d5d4c62
2025,2025-06-08,Valencia Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Kazionova E.,Cortez Llorca L.,876717,529319,1.0,2.0,0.0,TennisData.app,1c3f983181a0f6d3cac9a9ef
2025,2025-06-08,Valencia Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Mintegi Del Olmo A.,In-Albon Y.,232364,780083,1.0,2.0,0.0,TennisData.app,0634ab28cc265fa3ac122da6
2025,2025-06-09,Grado Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Erjavec V.,Bogdan A.,890144,288191,1.0,2.0,1.0,TennisData.app,26e91dce80ccca763d37c694
2025,2025-06-09,Grado Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Janicijevic S.,Valentova T.,149526,922335,2.0,0.0,2.0,TennisData.app,d03efe00f9b3f989fe5b192c
2025,2025-06-09,Grado Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Preston T.,Spiteri D.,410890,235216,2.0,0.0,2.0,TennisData.app,511dd11235cd9437363e6973
2025,2025-06-09,Grado Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Prozorova T.,Pedone G.,589935,300228,1.0,2.0,1.0,TennisData.app,9bd6b4a73188f31d62a713a6
2025,2025-06-09,Grado Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Salkova D.,Brancaccio N.,125061,111614,1.0,2.0,0.0,TennisData.app,5a4802e7eea3510136869d7d
2025,2025-06-09,Grado Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Zarazua R.,Bandecchi S.,988957,670831,1.0,2.0,1.0,TennisData.app,4fe3e4c3950f0058e12829bb
2025,2025-06-09,Grado Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Nahimana S.,Mazzola A.,413935,244689,2.0,0.0,2.0,TennisData.app,549f94dce8089d4077074e4a
2025,2025-06-09,Grado Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Oliynykova O.,Vedder E.,571895,233310,1.0,2.0,1.0,TennisData.app,81eeec93f5fa1d9cee992a4e
2025,2025-06-09,Grado Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Papamichail D.,Yamaguchi M.,255338,421236,1.0,2.0,0.0,TennisData.app,4caa85990a4b1b0b4d964eea
2025,2025-06-09,Grado Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Timofeeva M.,Juvan K.,394732,506008,2.0,0.0,2.0,TennisData.app,2a569451f250153e38bdfd9f
2025,2025-06-09,Ilkley Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,grass,Gadecki O.,Banks A.,397015,263836,2.0,0.0,2.0,TennisData.app,1a546981bb27f5840d2dabb2
2025,2025-06-09,Ilkley Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,grass,Konjuh A.,Xu M.,443315,936813,2.0,0.0,2.0,TennisData.app,48fb3857ebde14a974920dce
2025,2025-06-09,Ilkley Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,grass,Osuigwe W.,Gibson T.,791769,828867,2.0,0.0,2.0,TennisData.app,6f71df2454d832c666381c74
2025,2025-06-09,Ilkley Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,grass,Wei S.,Jacquemot E.,500520,973113,2.0,0.0,2.0,TennisData.app,386e4d634b651c21bc370c49
2025,2025-06-09,Ilkley Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,grass,Cabrera L.,Martincova T.,434532,412476,1.0,2.0,0.0,TennisData.app,c4f6bdf3ad0bd765b470b332
2025,2025-06-09,Ilkley Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,grass,Ishii S.,Ryser V.,913576,371248,2.0,0.0,2.0,TennisData.app,d39cc2894ff8fab961695b95
2025,2025-06-09,Ilkley Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,grass,Klimovicova L.,Rajecki A.,190070,314104,2.0,1.0,2.0,TennisData.app,18da656cb5e8f981445408b4
2025,2025-06-09,Ilkley Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,grass,Martincova T.,Kung L.,412476,329751,1.0,2.0,0.0,TennisData.app,486e9583f1b231f91b3ed1fd
2025,2025-06-09,Ilkley Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,grass,McDonald E.,Shi H.,534993,363157,1.0,2.0,0.0,TennisData.app,1a3d41779c4cd4bec15637f7
2025,2025-06-09,Ilkley Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,grass,Naef C.,Cross K.,650165,233335,1.0,2.0,1.0,TennisData.app,5f8945b4bd556e3e33d24d4a
2025,2025-06-09,Ilkley Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,grass,Okamura K.,Sakatsume H.,886250,543786,1.0,2.0,1.0,TennisData.app,386c2efcfebcbf7e2d43a5f0
2025,2025-06-09,Valencia Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Chirico L.,Esquiva Banuls C.,936231,730092,1.0,2.0,1.0,TennisData.app,cf771330ebe34d80eff7f34b
2025,2025-06-09,Valencia Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Gao X.,Korneeva A.,233286,914707,1.0,2.0,1.0,TennisData.app,736d060eb6cb225c8f25b9b7
2025,2025-06-09,Valencia Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Serban R.,Cengiz B.,265494,943543,1.0,2.0,0.0,TennisData.app,7799fdc97fdbe23d56f27e50
2025,2025-06-09,Valencia Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Vandewinkel H.,Boskovic L.,282315,260262,1.0,2.0,0.0,TennisData.app,546090161fce89023c676347
2025,2025-06-09,Valencia Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Charaeva A.,Herrero Linana A.,461549,136364,1.0,2.0,0.0,TennisData.app,e926a8553bbdd979f7e0b44c
2025,2025-06-09,Valencia Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Fita Boluda A.,Mintegi Del Olmo A.,413598,232364,2.0,1.0,2.0,TennisData.app,f0124898339b4e52926b929c
2025,2025-06-09,Valencia Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Geerlings Martinez A.,Cherubini D.,252705,475260,1.0,2.0,0.0,TennisData.app,5ef77690461b59eb2e0a37d7
2025,2025-06-09,Valencia Chall. Women - Qualification,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,Qualifier,clay,Gorgodze E.,Kazionova E.,896973,876717,2.0,1.0,2.0,TennisData.app,cf4e1b6ec75fd217ab896704
2025,2025-06-10,Grado Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Bulgaru M.,Urgesi F.,104163,539000,2.0,1.0,2.0,TennisData.app,13931e7fba86ad9451199a78
2025,2025-06-10,Grado Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Deichmann K.,Grant T. C.,905388,439600,2.0,0.0,2.0,TennisData.app,679bc18e0027c705c658f876
2025,2025-06-10,Grado Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Grabher J.,Papamichail D.,346262,255338,1.0,2.0,0.0,TennisData.app,731fd926ca00a175a8e41d9f
2025,2025-06-10,Grado Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Juvan K.,Townsend T.,506008,948848,1.0,0.0,1.0,TennisData.app,d6eafb28ca4c0a52bc0f919b
2025,2025-06-10,Grado Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Kraus S.,Mazzola A.,879393,244689,1.0,2.0,0.0,TennisData.app,dfdb6b454d1477f1217f55f1
2025,2025-06-10,Grado Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Noha Akugue N.,Sharma A.,302517,529952,2.0,0.0,2.0,TennisData.app,b49beedf57b75f714163035a
2025,2025-06-10,Grado Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Oliynykova O.,Paquet C.,571895,944663,1.0,2.0,1.0,TennisData.app,48bef68085969edf56e1b4ca
2025,2025-06-10,Grado Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Palicova B.,Andrianjafitrimo T.,358964,789917,1.0,2.0,1.0,TennisData.app,edf98dcd7ada40417748f322
2025,2025-06-10,Grado Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Pieri T.,Fett J.,929794,591336,2.0,1.0,2.0,TennisData.app,a6c3fc4338fd74040ba0e8a3
2025,2025-06-10,Grado Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Udvardy P.,Marcinko P.,416641,302110,2.0,1.0,2.0,TennisData.app,1ce7b570baf433ccc0dca7a6
2025,2025-06-10,Ilkley Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,grass,Appleton E.,Waltert S.,175731,330724,1.0,2.0,1.0,TennisData.app,602d10037c26fea599037da7
2025,2025-06-10,Ilkley Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,grass,Dart H.,Rajecki A.,805782,314104,1.0,2.0,0.0,TennisData.app,32b69caedc7bf793ef936a82
2025,2025-06-10,Ilkley Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,grass,Eala A.,Cabrera L.,261807,434532,1.0,2.0,0.0,TennisData.app,dc222364f696bf7639ec198a
2025,2025-06-10,Ilkley Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,grass,Jeanjean L.,Lepchenko V.,344636,958557,2.0,0.0,2.0,TennisData.app,cf7cbd7c62d4322cdd48d411
2025,2025-06-10,Ilkley Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,grass,Masarova R.,Jovic I.,149280,388459,2.0,1.0,2.0,TennisData.app,3121fed97b908f6ab2598580
2025,2025-06-10,Ilkley Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,grass,McDonald E.,Ruzic A.,534993,651454,2.0,1.0,2.0,TennisData.app,ce208a5281dd54ed2e5715a6
2025,2025-06-10,Ilkley Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,grass,Okamura K.,Naef C.,886250,650165,2.0,0.0,2.0,TennisData.app,131d22ac03c41d99ce5ae2fb
2025,2025-06-10,Ilkley Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,grass,Parry D.,Stoiber R. A.,671871,620119,1.0,2.0,0.0,TennisData.app,2535c93b931479aeb43fd8d2
2025,2025-06-10,Ilkley Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,grass,Ponchet J.,Marino R.,673787,675084,2.0,0.0,2.0,TennisData.app,26be92769c723f6cf169144e
2025,2025-06-10,Ilkley Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,grass,Saito S.,Ryser V.,338426,371248,2.0,0.0,2.0,TennisData.app,af0d5b1a1e70edfec6fb11a0
2025,2025-06-10,Ilkley Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,grass,Snigur D.,Starodubtseva Y.,656660,976242,1.0,2.0,1.0,TennisData.app,05898ce19f6964c6514ab43f
2025,2025-06-10,Ilkley Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,grass,Stefanini L.,Golubic V.,647835,988932,2.0,1.0,2.0,TennisData.app,4fbdbf11b0bc5131d7c9e95c
2025,2025-06-10,Valencia Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Barthel M.,Wang Xiy.,531454,674631,1.0,2.0,1.0,TennisData.app,3f3e63a26d01eab7c5e502c9
2025,2025-06-10,Valencia Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Carle M. L.,Kaji H.,957435,792466,1.0,2.0,0.0,TennisData.app,a021c96398f37871fad969cc
2025,2025-06-10,Valencia Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Fita Boluda A.,Selekhmeteva O.,413598,825397,2.0,0.0,2.0,TennisData.app,7f12d0acaf730976df4801e0
2025,2025-06-10,Valencia Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Geerlings Martinez A.,Pigossi L.,252705,328017,1.0,2.0,0.0,TennisData.app,cb4473443309f5c3d59a24df
2025,2025-06-10,Valencia Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Gorgodze E.,Romero Gormaz L.,896973,275150,2.0,0.0,2.0,TennisData.app,1b85e3980f907de4d7f5cd8b
2025,2025-06-10,Valencia Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Korpatsch T.,Maristany G.,293685,216320,1.0,2.0,0.0,TennisData.app,ede852c3fe98385d178f7da0
2025,2025-06-10,Valencia Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Lazaro Garcia A.,Mintegi Del Olmo A.,655613,232364,2.0,1.0,2.0,TennisData.app,1dab4179cad078117b3a060d
2025,2025-06-10,Valencia Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Quevedo K.,Charaeva A.,937862,461549,2.0,0.0,2.0,TennisData.app,1a6ed2959033711a0e1813ac
2025,2025-06-10,Valencia Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Shymanovich I.,Semenistaja D.,235584,762933,1.0,2.0,0.0,TennisData.app,96cb3586805285e21f9dda2e
2025,2025-06-10,Valencia Chall. Women,WTA Chall,WTA_125_CHALLENGER,source gate pre-normalization: tour_type_human=WTA Chall AND tour_type=4; normalized tt=4; bundle hashes verified,1/16-finals,clay,Sierra S.,Kazionova E.,519047,876717,1.0,2.0,0.0,TennisData.app,9ab0091239e0851a6764004c
