tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,_source,_source_file,_source_year,_retrieved_at,_original_row_number,_match_key,_dedup_status,_year_conflict,_stat_integrity_conflicts,_winner_name_normalized,_loser_name_normalized,_tourney_name_normalized,_round_normalized,_surface_normalized
2025-2205,Noumea,Hard,32,C,O,20241230,11,H09N,,,August Holmgren,R,188,DEN,26.691,199,303,H0LS,,,Courte Heremana,R,,FRA,17.996,,,6-1 6-2,3,R32,69,5,0,39,27,23,9,8,0,0,2,4,68,44,26,6,7,13,17,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,12,d2bd0091a99c5f573c5e44a9e8324626,NEW_MATCH,1,,august holmgren,courte heremana,noumea,r32,hard
2025-2205,Noumea,Hard,32,C,O,20241230,12,I0A6,,,Taisei Ichikawa,L,180,JPN,24.025,718,37,B0M0,,,Liam Branger,R,,FRA,23.932,1406,4,6-4 2-6 6-2,3,R32,110,1,1,74,40,28,19,13,1,4,9,9,80,44,32,15,13,4,8,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,13,0f7d6b445419e7f5feaf7b63a7cddea1,NEW_MATCH,1,,taisei ichikawa,liam branger,noumea,r32,hard
2025-2205,Noumea,Hard,32,C,O,20241230,13,J620,,,Maxime Janvier,R,196,FRA,28.2,305,168,M0G0,,,Ryuki Matsuda,R,157,JPN,25.008,545,68,6-3 6-3,3,R32,77,7,4,57,34,28,11,9,4,5,1,0,61,34,22,12,9,6,10,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,14,efe9550f45d90ccf80aa9835938114a3,NEW_MATCH,1,,maxime janvier,ryuki matsuda,noumea,r32,hard
2025-2205,Noumea,Hard,32,C,O,20241230,14,M0HU,,,Shintaro Mochizuki,R,175,JPN,21.58,108,551,S0LD,,,Keisuke Saitoh,L,163,JPN,23.671,583,59,6-4 6-4,3,R32,73,4,3,50,33,27,11,10,1,2,1,4,70,40,26,13,10,3,6,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,15,a74a24b9db257d6ae2f850dbcd66449d,NEW_MATCH,1,,shintaro mochizuki,keisuke saitoh,noumea,r32,hard
2025-2205,Noumea,Hard,32,C,O,20241230,15,PD31,,,Benoit Paire,R,196,FRA,35.647,415,109,SQ79,,,Colin Sinclair,R,188,NMI,30.031,688,42,6-7(4) 6-1 7-5,3,R32,117,17,3,115,59,48,28,16,4,5,9,0,88,56,40,15,15,5,9,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,16,195338d328c19a036467b68aa602fb6e,NEW_MATCH,1,,benoit paire,colin sinclair,noumea,r32,hard
2025-2205,Noumea,Hard,32,C,O,20241230,16,T0IA,,,Ryotaro Taguchi,R,173,JPN,24.501,563,62,V0DP,,,Adolfo Daniel Vallejo,R,183,PAR,20.674,104,580,6-3 6-4,3,R32,90,3,3,74,44,27,17,10,5,7,3,5,60,35,20,13,9,6,10,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,17,4e71e0d40813670d3ba32c14be810ec2,NEW_MATCH,1,,ryotaro taguchi,adolfo daniel vallejo,noumea,r32,hard
2025-2205,Noumea,Hard,32,C,O,20241230,17,F724,2,,Marton Fucsovics,R,188,HUN,32.893,50,1009,J620,,,Maxime Janvier,R,196,FRA,28.2,305,168,6-4 3-6 6-3,3,R16,108,2,3,89,53,35,25,14,1,2,2,10,75,44,37,16,14,2,4,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,18,83f3afb5d4ce86acb6e0c0b9ace9f5ef,NEW_MATCH,1,,marton fucsovics,maxime janvier,noumea,r16,hard
2025-2205,Noumea,Hard,32,C,O,20241230,18,VA25,4,,Valentin Vacherot,R,193,MON,26.122,27,1611,T0IA,,,Ryotaro Taguchi,R,173,JPN,24.501,563,62,6-1 6-2,3,R16,53,8,1,39,29,24,8,8,0,0,2,3,44,30,15,4,7,2,6,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,19,06dc852d18cc01d769726e0ddcb4fe8e,NEW_MATCH,1,,valentin vacherot,ryotaro taguchi,noumea,r16,hard
2025-2205,Noumea,Hard,32,C,O,20241230,19,R09X,6,,Jurij Rodionov,L,191,AUT,25.626,170,350,PD31,,,Benoit Paire,R,196,FRA,35.647,415,109,6-4 5-7 6-2,3,R16,115,7,3,94,62,48,14,15,3,5,8,9,101,54,42,19,15,7,11,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,20,2b54522befd8244bafedc8428fad984a,NEW_MATCH,1,,jurij rodionov,benoit paire,noumea,r16,hard
2025-2205,Noumea,Hard,32,C,O,20241230,20,I0A6,,,Taisei Ichikawa,L,180,JPN,24.025,718,37,BO10,7,,Gijs Brouwer,L,191,NED,28.797,176,326,6-1 6-4,3,R16,67,0,2,59,31,22,15,8,6,7,4,2,55,42,24,3,9,5,10,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,21,ac476511b459fab23273d1c613f08198,NEW_MATCH,1,,taisei ichikawa,gijs brouwer,noumea,r16,hard
2025-2205,Noumea,Hard,32,C,O,20241230,21,LB66,8,,Constant Lestienne,R,180,FRA,32.605,188,307,H09N,,,August Holmgren,R,188,DEN,26.691,199,303,5-7 6-2 7-6(1),3,R16,152,3,1,92,60,45,23,16,5,7,4,3,104,57,36,29,16,4,7,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,22,75b56e7409bb6d61377979cf84ea1b63,NEW_MATCH,1,,constant lestienne,august holmgren,noumea,r16,hard
2025-2205,Noumea,Hard,32,C,O,20241230,22,B0EK,,,Moerani Bouzige,R,180,AUS,25.467,464,95,C0LM,,,Charlie Camus,L,175,FRA,18.207,1036,13,7-5 6-3,3,R16,101,7,3,70,38,29,16,11,3,5,5,7,75,44,27,12,10,5,9,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,23,7025a2d642005b7a73c2e1f63f72a101,NEW_MATCH,1,,moerani bouzige,charlie camus,noumea,r16,hard
2025-2205,Noumea,Hard,32,C,O,20241230,23,CG94,,,Enzo Couacaud,R,183,FRA,29.834,206,277,TF58,,,Yusuke Takahashi,R,170,JPN,27.203,530,71,6-3 6-4,3,R16,63,10,1,57,35,29,14,10,2,2,1,3,48,32,22,9,9,1,3,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,24,4cc2a406be0438bbf3ae313601be56e7,NEW_MATCH,1,,enzo couacaud,yusuke takahashi,noumea,r16,hard
2025-2205,Noumea,Hard,32,C,O,20241230,24,M0HU,,,Shintaro Mochizuki,R,175,JPN,21.58,108,551,I0B0,,,Andre Ilagan,L,173,USA,24.12,346,142,6-7(5) 6-4 6-2,3,R16,147,12,7,94,48,31,25,15,6,10,2,5,109,78,42,13,15,9,16,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,25,2a3a7ba55bfdbe2bb85ebbb633749f23,NEW_MATCH,1,,shintaro mochizuki,andre ilagan,noumea,r16,hard
2025-2205,Noumea,Hard,32,C,O,20241230,25,B0EK,,,Moerani Bouzige,R,180,AUS,25.467,464,95,F724,2,,Marton Fucsovics,R,188,HUN,32.893,50,1009,6-3 6-3,3,QF,92,1,1,61,34,20,20,9,4,5,4,1,57,39,23,10,9,3,7,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,26,3ce2485d22c3d3f8369a121c665c1c43,NEW_MATCH,1,,moerani bouzige,marton fucsovics,noumea,qf,hard
2025-2205,Noumea,Hard,32,C,O,20241230,26,LB66,8,,Constant Lestienne,R,180,FRA,32.605,188,307,VA25,4,,Valentin Vacherot,R,193,MON,26.122,27,1611,6-2 4-6 7-5,3,QF,153,3,3,104,68,40,16,15,8,14,4,6,101,64,39,10,15,12,20,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,27,cfa66200ca49032d031ae7cf65447895,NEW_MATCH,1,,constant lestienne,valentin vacherot,noumea,qf,hard
2025-2205,Noumea,Hard,32,C,O,20241230,27,R09X,6,,Jurij Rodionov,L,191,AUT,25.626,170,350,CG94,,,Enzo Couacaud,R,183,FRA,29.834,206,277,4-6 6-4 6-2,3,QF,107,6,1,77,45,36,16,14,1,4,13,8,92,51,39,13,14,5,10,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,28,537a69b444011b562ac666be4037b4d7,NEW_MATCH,1,,jurij rodionov,enzo couacaud,noumea,qf,hard
2025-2205,Noumea,Hard,32,C,O,20241230,28,M0HU,,,Shintaro Mochizuki,R,175,JPN,21.58,108,551,I0A6,,,Taisei Ichikawa,L,180,JPN,24.025,718,37,6-3 6-3,3,QF,87,6,4,80,43,30,18,9,4,5,0,4,58,38,20,10,9,3,7,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,29,006318ea0a7091e3fbf5edb7497b6d27,NEW_MATCH,1,,shintaro mochizuki,taisei ichikawa,noumea,qf,hard
2025-2205,Noumea,Hard,32,C,O,20241230,29,M0HU,,,Shintaro Mochizuki,R,175,JPN,21.58,108,551,R09X,6,,Jurij Rodionov,L,191,AUT,25.626,170,350,6-3 6-3,3,SF,76,3,1,54,38,29,7,9,2,3,2,3,67,45,25,9,9,1,5,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,30,1230728a00731610fbc0d53ab26638c4,NEW_MATCH,1,,shintaro mochizuki,jurij rodionov,noumea,sf,hard
2025-2205,Noumea,Hard,32,C,O,20241230,30,B0EK,,,Moerani Bouzige,R,180,AUS,25.467,464,95,LB66,8,,Constant Lestienne,R,180,FRA,32.605,188,307,6-7(3) 6-3 6-4,3,SF,164,5,7,130,79,52,19,16,13,17,2,5,99,53,36,18,15,3,9,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,31,d330e497238f488b91e70753ac5acab4,NEW_MATCH,1,,moerani bouzige,constant lestienne,noumea,sf,hard
2025-2205,Noumea,Hard,32,C,O,20241230,31,M0HU,,,Shintaro Mochizuki,R,175,JPN,21.58,108,551,B0EK,,,Moerani Bouzige,R,180,AUS,25.467,464,95,6-1 6-3,3,F,75,7,3,59,33,25,10,8,5,7,1,3,50,28,14,5,8,4,10,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,32,273d9745a3f1cddce7c27d0d7eada923,NEW_MATCH,1,,shintaro mochizuki,moerani bouzige,noumea,f,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,1,TA29,1,,Marco Trungelliti,R,178,ARG,34.913,134,472,J0D2,,,Maximus Jones,R,185,THA,20.318,304,172,7-5 7-6(4),3,R32,134,5,1,78,48,38,16,12,6,7,6,1,97,56,40,21,12,6,8,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,33,0f804c14cb6beba440f68553cd2137f0,NEW_MATCH,1,,marco trungelliti,maximus jones,nonthaburi 1,r32,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,2,BK24,2,,Gregoire Barrere,R,183,FRA,30.869,162,371,A0BA,,,Federico Arnaboldi,R,185,ITA,24.534,394,120,6-4 7-6(3),3,R32,94,4,1,76,43,27,17,11,3,6,8,7,73,44,30,10,11,3,7,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,34,f64be9c2439ab9dc52604bf1f00baa18,NEW_MATCH,1,,gregoire barrere,federico arnaboldi,nonthaburi 1,r32,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,3,DF92,,,Corentin Denolly,L,188,FRA,27.567,397,119,S0AK,3,,Henri Squire,R,196,GER,24.257,287,183,6-7(4) 6-4 7-6(1),3,R32,125,16,10,122,80,62,20,17,10,11,11,5,100,59,44,25,17,0,2,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,35,e845fbeac2f614d667c4077514bdae8b,NEW_MATCH,1,,corentin denolly,henri squire,nonthaburi 1,r32,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,4,D0DW,4,,Titouan Droguet,R,191,FRA,23.543,150,403,TB70,,,Wishaya Trongcharoenchaikul,R,,THA,29.73,671,45,7-6(3) 6-2,3,R32,82,4,2,62,33,27,17,10,2,3,3,0,64,36,28,11,10,2,5,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,36,bba814296544ccf27ae61a6143b5cf1f,NEW_MATCH,1,,titouan droguet,wishaya trongcharoenchaikul,nonthaburi 1,r32,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,5,C0BH,5,,Clement Chidekh,R,180,FRA,23.548,202,298,PL64,,,Oleg Prihodko,R,180,UKR,27.242,472,92,6-3 6-2,3,R32,82,3,5,54,33,26,9,8,3,4,9,4,71,45,25,11,9,8,13,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,37,d32b00024117b79e13ce435dbbbe4806,NEW_MATCH,1,,clement chidekh,oleg prihodko,nonthaburi 1,r32,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,6,SR81,,,Khumoyun Sultanov,R,180,UZB,26.177,223,256,S0GR,6,,Timofey Skatov,R,173,KAZ,23.94,190,324,7-6(4) 7-6(6),3,R32,125,16,2,83,57,39,17,12,4,6,6,1,84,57,34,19,12,3,5,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,38,e8d9a026c94e1e9e35c8fd546e17068e,NEW_MATCH,1,,khumoyun sultanov,timofey skatov,nonthaburi 1,r32,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,7,CG33,,,Kimmer Coppejans,R,178,BEL,30.894,250,221,J09X,7,,Filip Cristian Jianu,R,180,ROU,23.283,252,218,7-6(1) 4-6 6-2,3,R32,140,11,0,98,62,43,20,15,0,3,4,3,82,44,32,19,15,0,4,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,39,a5f0f0afb2ac7460a5d1c629f373a087,NEW_MATCH,1,,kimmer coppejans,filip cristian jianu,nonthaburi 1,r32,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,8,HG94,8,,Benjamin Hassan,R,183,LBN,29.903,259,208,SO20,,,Jelle Sels,R,188,NED,29.391,342,143,6-3 7-5,3,R32,79,8,6,58,36,31,9,11,2,4,3,4,66,44,28,7,10,9,13,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,40,2fc11f39953bb1f1a0fc5a2a284623ed,NEW_MATCH,1,,benjamin hassan,jelle sels,nonthaburi 1,r32,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,9,DG80,,,Enrico Dalla Valle,R,196,ITA,26.779,283,184,C0DS,,,Thanapet Chanta,R,168,THA,25.309,675,44,6-4 7-6(8),3,R32,117,6,1,74,43,30,19,11,2,4,0,2,71,46,30,15,11,0,3,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,41,dc4fcafe2a12d926492804354e8a4fac,NEW_MATCH,1,,enrico dalla valle,thanapet chanta,nonthaburi 1,r32,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,10,KC56,,,Aslan Karatsev,R,185,RUS,31.321,287,179,O482,,,Gonzalo Oliveira,L,185,VEN,29.867,245,235,6-4 6-3,3,R32,90,7,3,57,29,21,17,10,2,4,1,3,63,38,19,14,9,3,7,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,42,48774f97c5d781f9b8baecf651db41b0,NEW_MATCH,1,,aslan karatsev,gonzalo oliveira,nonthaburi 1,r32,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,11,ML57,,,Gianluca Mager,R,188,ITA,30.081,230,251,C0HT,,,Murphy Cassone,R,188,USA,22.374,244,227,7-6(6) 2-6 6-3,3,R32,123,9,3,101,56,42,24,15,7,10,12,3,91,53,41,19,14,5,7,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,43,b2cebcdf64f0616e9a6c966edf5d9b5a,NEW_MATCH,1,,gianluca mager,murphy cassone,nonthaburi 1,r32,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,12,MI01,,,Hiroki Moriya,R,168,JPN,34.207,398,119,BU54,,,Geoffrey Blancaneaux,R,180,FRA,26.396,256,211,7-5 7-5,3,R32,143,1,3,93,47,29,21,12,11,16,5,12,87,47,31,10,12,12,19,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,44,19a702e7053e4a5752d6e1d2f54e82dd,NEW_MATCH,1,,hiroki moriya,geoffrey blancaneaux,nonthaburi 1,r32,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,13,N0CS,,,Lukas Neumayer,R,183,AUT,22.316,223,255,N09U,,,Rio Noguchi,R,168,JPN,26.007,241,234,6-2 6-3,3,R32,73,5,3,49,28,24,13,9,2,2,0,1,54,31,17,13,8,2,5,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,45,adea8a7478bc283eceff73e020dc762b,NEW_MATCH,1,,lukas neumayer,rio noguchi,nonthaburi 1,r32,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,14,S0UV,,,Rei Sakamoto,R,193,JPN,18.519,184,332,S0MN,,,Marat Sharipov,R,188,RUS,22.226,303,174,7-6(3) 2-6 6-4,3,R32,135,13,2,89,57,43,15,15,5,9,21,2,91,61,45,15,15,4,7,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,46,d2a6b8da2d8f7ca9ae52cb9308737d86,NEW_MATCH,1,,rei sakamoto,marat sharipov,nonthaburi 1,r32,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,15,S0GD,,,Dalibor Svrcina,R,178,CZE,22.245,96,643,W857,,,Tung-Lin Wu,R,188,TPE,26.637,373,127,2-6 6-4 6-3,3,R32,142,4,9,82,44,28,19,13,8,13,1,3,96,65,36,14,14,5,11,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,47,31c1217ffa5488779c33979271d2b801,NEW_MATCH,1,,dalibor svrcina,tung lin wu,nonthaburi 1,r32,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,16,T09X,,,Clement Tabur,R,173,FRA,24.934,215,266,S0HR,,,Kasidit Samrej,R,191,THA,23.943,395,120,6-4 7-6(3),3,R32,126,6,5,74,42,31,19,11,5,6,6,5,83,47,33,16,11,4,6,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,48,a6b9c8f0e3516416de65c31aa58022c5,NEW_MATCH,1,,clement tabur,kasidit samrej,nonthaburi 1,r32,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,17,DG80,,,Enrico Dalla Valle,R,196,ITA,26.779,283,184,TA29,1,,Marco Trungelliti,R,178,ARG,34.913,134,472,7-6(4) 6-3,3,R16,98,6,4,63,35,30,18,11,2,3,2,5,64,37,28,13,10,1,3,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,49,32e504a22a3633cd3012aacb78058fa0,NEW_MATCH,1,,enrico dalla valle,marco trungelliti,nonthaburi 1,r16,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,18,BK24,2,,Gregoire Barrere,R,183,FRA,30.869,162,371,S0GD,,,Dalibor Svrcina,R,178,CZE,22.245,96,643,7-5 7-6(5),3,R16,130,3,0,80,55,38,16,12,5,7,2,11,102,55,41,19,12,6,9,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,50,202df0500cb4e8892c3327529d7877f4,NEW_MATCH,1,,gregoire barrere,dalibor svrcina,nonthaburi 1,r16,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,19,ML57,,,Gianluca Mager,R,188,ITA,30.081,230,251,D0DW,4,,Titouan Droguet,R,191,FRA,23.543,150,403,6-4 3-6 6-3,3,R16,129,7,4,98,62,43,21,14,9,10,12,3,77,45,38,18,14,4,6,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,51,a5d9cdbe1e72b2e5c967d04cdd3df898,NEW_MATCH,1,,gianluca mager,titouan droguet,nonthaburi 1,r16,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,20,S0UV,,,Rei Sakamoto,R,193,JPN,18.519,184,332,C0BH,5,,Clement Chidekh,R,180,FRA,23.548,202,298,6-3 6-0,3,R16,64,7,0,50,26,21,15,8,2,2,1,5,35,17,11,4,7,0,4,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,52,56433213c031bd0b71eb2a62cf7bfe07,NEW_MATCH,1,,rei sakamoto,clement chidekh,nonthaburi 1,r16,hard
2025-2791,Nonthaburi 1,Hard,32,C,O,20241230,21,KC56,,,Aslan Karatsev,R,185,RUS,31.321,287,179,HG94,8,,Benjamin Hassan,R,183,LBN,29.903,259,208,6-3 6-2,3,R16,60,4,2,46,27,25,12,9,0,0,5,2,46,25,18,6,8,1,4,TennisMyLife,2025_challenger.csv,2025,2026-08-23T06:37:21.010456+00:00,53,8c8a72191e02aa246e629ff023cc9975,NEW_MATCH,1,,aslan karatsev,benjamin hassan,nonthaburi 1,r16,hard
