date,tournament,surface,round,winner_name,loser_name,score,best_of,sackmann_source_ref,sackmann_tourney_id,sackmann_match_num,sackmann_tourney_level,provider
2012-01-01,Brisbane,Hard,R32,Andy Murray,Mikhail Kukushkin,5-7 6-3 6-2,3,2012-339-1,2012-339,1,250,sackmann-local
2012-01-01,Brisbane,Hard,R32,Jarkko Nieminen,Jesse Levine,7-6(4) 6-2,3,2012-339-10,2012-339,10,250,sackmann-local
2012-01-01,Brisbane,Hard,R32,Igor Andreev,Adrian Mannarino,7-6(6) 6-2,3,2012-339-11,2012-339,11,250,sackmann-local
2012-01-01,Brisbane,Hard,R32,Alexandr Dolgopolov,Alejandro Falla,7-6(3) 6-2,3,2012-339-12,2012-339,12,250,sackmann-local
2012-01-01,Brisbane,Hard,R32,Philipp Petzschner,Jurgen Melzer,6-1 7-5,3,2012-339-13,2012-339,13,250,sackmann-local
2012-01-01,Brisbane,Hard,R32,Santiago Giraldo,John Millman,6-3 6-3,3,2012-339-14,2012-339,14,250,sackmann-local
2012-01-01,Brisbane,Hard,R32,James Duckworth,Nicolas Mahut,6-4 6-4,3,2012-339-15,2012-339,15,250,sackmann-local
2012-01-01,Brisbane,Hard,R32,Gilles Simon,Ryan Sweeting,6-3 6-4,3,2012-339-16,2012-339,16,250,sackmann-local
2012-01-01,Brisbane,Hard,R16,Andy Murray,Gilles Muller,4-6 7-6(4) 6-0,3,2012-339-17,2012-339,17,250,sackmann-local
2012-01-01,Brisbane,Hard,R16,Marcos Baghdatis,Kei Nishikori,6-3 6-4,3,2012-339-18,2012-339,18,250,sackmann-local
2012-01-01,Brisbane,Hard,R16,Denis Istomin,Tommy Haas,W/O,3,2012-339-19,2012-339,19,250,sackmann-local
2012-01-01,Brisbane,Hard,R32,Gilles Muller,Ricardo Mello,6-7(3) 7-6(4) 6-3,3,2012-339-2,2012-339,2,250,sackmann-local
2012-01-01,Brisbane,Hard,R16,Bernard Tomic,Tatsuma Ito,6-1 6-2,3,2012-339-20,2012-339,20,250,sackmann-local
2012-01-01,Brisbane,Hard,R16,Radek Stepanek,Jarkko Nieminen,7-6(3) 6-2,3,2012-339-21,2012-339,21,250,sackmann-local
2012-01-01,Brisbane,Hard,R16,Alexandr Dolgopolov,Igor Andreev,6-7(3) 7-6(9) 6-2,3,2012-339-22,2012-339,22,250,sackmann-local
2012-01-01,Brisbane,Hard,R16,Santiago Giraldo,Philipp Petzschner,6-4 6-4,3,2012-339-23,2012-339,23,250,sackmann-local
2012-01-01,Brisbane,Hard,R16,Gilles Simon,James Duckworth,6-3 7-5,3,2012-339-24,2012-339,24,250,sackmann-local
2012-01-01,Brisbane,Hard,QF,Andy Murray,Marcos Baghdatis,6-2 6-2,3,2012-339-25,2012-339,25,250,sackmann-local
2012-01-01,Brisbane,Hard,QF,Bernard Tomic,Denis Istomin,6-3 7-6(4),3,2012-339-26,2012-339,26,250,sackmann-local
2012-01-01,Brisbane,Hard,QF,Alexandr Dolgopolov,Radek Stepanek,4-6 6-3 6-3,3,2012-339-27,2012-339,27,250,sackmann-local
2012-01-01,Brisbane,Hard,QF,Gilles Simon,Santiago Giraldo,7-6(2) 6-4,3,2012-339-28,2012-339,28,250,sackmann-local
2012-01-01,Brisbane,Hard,SF,Andy Murray,Bernard Tomic,6-3 6-2,3,2012-339-29,2012-339,29,250,sackmann-local
2012-01-01,Brisbane,Hard,R32,Marcos Baghdatis,Ryan Harrison,7-6(7) 6-4,3,2012-339-3,2012-339,3,250,sackmann-local
2012-01-01,Brisbane,Hard,SF,Alexandr Dolgopolov,Gilles Simon,6-3 6-4,3,2012-339-30,2012-339,30,250,sackmann-local
2012-01-01,Brisbane,Hard,F,Andy Murray,Alexandr Dolgopolov,6-1 6-3,3,2012-339-31,2012-339,31,250,sackmann-local
2012-01-01,Brisbane,Hard,R32,Kei Nishikori,Cedrik-Marcel Stebe,3-6 6-1 6-4,3,2012-339-4,2012-339,4,250,sackmann-local
2012-01-01,Brisbane,Hard,R32,Denis Istomin,Florian Mayer,7-6(5) 2-3 RET,3,2012-339-5,2012-339,5,250,sackmann-local
2012-01-01,Brisbane,Hard,R32,Tommy Haas,Marinko Matosevic,6-3 7-5,3,2012-339-6,2012-339,6,250,sackmann-local
2012-01-01,Brisbane,Hard,R32,Tatsuma Ito,Benjamin Mitchell,6-4 6-2,3,2012-339-7,2012-339,7,250,sackmann-local
2012-01-01,Brisbane,Hard,R32,Bernard Tomic,Julien Benneteau,6-2 4-6 7-5,3,2012-339-8,2012-339,8,250,sackmann-local
2012-01-01,Brisbane,Hard,R32,Radek Stepanek,Matthew Ebden,6-4 3-6 6-3,3,2012-339-9,2012-339,9,250,sackmann-local
2012-01-02,Doha,Hard,R32,Rafael Nadal,Philipp Kohlschreiber,6-3 6-7(2) 6-3,3,2012-451-1,2012-451,1,250,sackmann-local
2012-01-02,Doha,Hard,R32,Albert Ramos-Vinolas,Dmitry Tursunov,7-5 6-2,3,2012-451-10,2012-451,10,250,sackmann-local
2012-01-02,Doha,Hard,R32,Flavio Cipolla,Jabor Al-Mutawa,6-0 6-0,3,2012-451-11,2012-451,11,250,sackmann-local
2012-01-02,Doha,Hard,R32,Jo-Wilfried Tsonga,Malek Jaziri,7-6(5) 6-7(5) 6-1,3,2012-451-12,2012-451,12,250,sackmann-local
2012-01-02,Doha,Hard,R32,Andreas Seppi,Lukasz Kubot,6-2 6-3,3,2012-451-13,2012-451,13,250,sackmann-local
2012-01-02,Doha,Hard,R32,Guillermo Garcia-Lopez,Pablo Andujar,6-2 2-6 6-3,3,2012-451-14,2012-451,14,250,sackmann-local
2012-01-02,Doha,Hard,R32,Grega Zemlja,Sergei Bubka,4-6 6-1 6-1,3,2012-451-15,2012-451,15,250,sackmann-local
2012-01-02,Doha,Hard,R32,Roger Federer,Nikolay Davydenko,6-2 6-2,3,2012-451-16,2012-451,16,250,sackmann-local
2012-01-02,Doha,Hard,R16,Rafael Nadal,Denis Gremelmayr,6-2 6-2,3,2012-451-17,2012-451,17,250,sackmann-local
2012-01-02,Doha,Hard,R16,Mikhail Youzhny,Ivo Karlovic,6-2 6-7(3) 6-3,3,2012-451-18,2012-451,18,250,sackmann-local
2012-01-02,Doha,Hard,R16,Gael Monfils,Benjamin Becker,7-5 4-6 7-5,3,2012-451-19,2012-451,19,250,sackmann-local
2012-01-02,Doha,Hard,R32,Denis Gremelmayr,Potito Starace,6-3 6-2,3,2012-451-2,2012-451,2,250,sackmann-local
2012-01-02,Doha,Hard,R16,Viktor Troicki,Matthias Bachinger,7-6(6) 6-1,3,2012-451-20,2012-451,20,250,sackmann-local
2012-01-02,Doha,Hard,R16,Albert Ramos-Vinolas,Alex Bogomolov Jr.,W/O,3,2012-451-21,2012-451,21,250,sackmann-local
2012-01-02,Doha,Hard,R16,Jo-Wilfried Tsonga,Flavio Cipolla,7-6(8) 6-3,3,2012-451-22,2012-451,22,250,sackmann-local
2012-01-02,Doha,Hard,R16,Andreas Seppi,Guillermo Garcia-Lopez,7-5 6-3,3,2012-451-23,2012-451,23,250,sackmann-local
2012-01-02,Doha,Hard,R16,Roger Federer,Grega Zemlja,6-2 6-3,3,2012-451-24,2012-451,24,250,sackmann-local
2012-01-02,Doha,Hard,QF,Rafael Nadal,Mikhail Youzhny,6-4 6-4,3,2012-451-25,2012-451,25,250,sackmann-local
2012-01-02,Doha,Hard,QF,Gael Monfils,Viktor Troicki,6-2 6-3,3,2012-451-26,2012-451,26,250,sackmann-local
2012-01-02,Doha,Hard,QF,Jo-Wilfried Tsonga,Albert Ramos-Vinolas,6-2 6-1,3,2012-451-27,2012-451,27,250,sackmann-local
2012-01-02,Doha,Hard,QF,Roger Federer,Andreas Seppi,6-3 5-7 6-4,3,2012-451-28,2012-451,28,250,sackmann-local
2012-01-02,Doha,Hard,SF,Gael Monfils,Rafael Nadal,6-3 6-4,3,2012-451-29,2012-451,29,250,sackmann-local
2012-01-02,Doha,Hard,R32,Ivo Karlovic,Sergiy Stakhovsky,6-7(1) 6-2 7-6(3),3,2012-451-3,2012-451,3,250,sackmann-local
2012-01-02,Doha,Hard,SF,Jo-Wilfried Tsonga,Roger Federer,W/O,3,2012-451-30,2012-451,30,250,sackmann-local
2012-01-02,Doha,Hard,F,Jo-Wilfried Tsonga,Gael Monfils,7-5 6-3,3,2012-451-31,2012-451,31,250,sackmann-local
2012-01-02,Doha,Hard,R32,Mikhail Youzhny,Ernests Gulbis,6-4 6-7(4) 6-2,3,2012-451-4,2012-451,4,250,sackmann-local
2012-01-02,Doha,Hard,R32,Gael Monfils,Rui Machado,7-5 6-3,3,2012-451-5,2012-451,5,250,sackmann-local
2012-01-02,Doha,Hard,R32,Benjamin Becker,Igor Kunitsyn,6-4 7-5,3,2012-451-6,2012-451,6,250,sackmann-local
2012-01-02,Doha,Hard,R32,Matthias Bachinger,Roberto Bautista Agut,6-3 6-4,3,2012-451-7,2012-451,7,250,sackmann-local
2012-01-02,Doha,Hard,R32,Viktor Troicki,Lukas Rosol,6-4 7-6(4),3,2012-451-8,2012-451,8,250,sackmann-local
2012-01-02,Doha,Hard,R32,Alex Bogomolov Jr.,Filippo Volandri,5-7 6-4 6-2,3,2012-451-9,2012-451,9,250,sackmann-local
2012-01-02,Chennai,Hard,R32,Yuki Bhambri,Karol Beck,6-2 6-3,3,2012-891-1,2012-891,1,250,sackmann-local
2012-01-02,Chennai,Hard,R32,Yuichi Sugita,Olivier Rochus,6-3 6-4,3,2012-891-10,2012-891,10,250,sackmann-local
2012-01-02,Chennai,Hard,R32,Yen-Hsun Lu,Thiemo de Bakker,6-3 6-3,3,2012-891-11,2012-891,11,250,sackmann-local
2012-01-02,Chennai,Hard,R32,Steve Darcis,Blaz Kavcic,4-6 7-5 6-3,3,2012-891-12,2012-891,12,250,sackmann-local
2012-01-02,Chennai,Hard,R16,Janko Tipsarevic,Yuki Bhambri,6-1 6-3,3,2012-891-13,2012-891,13,250,sackmann-local
2012-01-02,Chennai,Hard,R16,David Goffin,Andreas Beck,4-6 6-4 6-2,3,2012-891-14,2012-891,14,250,sackmann-local
2012-01-02,Chennai,Hard,R16,Stan Wawrinka,Edouard Roger-Vasselin,3-6 6-3 7-5,3,2012-891-15,2012-891,15,250,sackmann-local
2012-01-02,Chennai,Hard,R16,Go Soeda,Ivan Dodig,7-6(6) 6-3,3,2012-891-16,2012-891,16,250,sackmann-local
2012-01-02,Chennai,Hard,R16,Dudi Sela,Benoit Paire,4-6 6-2 6-4,3,2012-891-17,2012-891,17,250,sackmann-local
2012-01-02,Chennai,Hard,R16,Milos Raonic,Victor Hanescu,6-1 6-4,3,2012-891-18,2012-891,18,250,sackmann-local
2012-01-02,Chennai,Hard,R16,Yuichi Sugita,Yen-Hsun Lu,7-6(5) 6-4,3,2012-891-19,2012-891,19,250,sackmann-local
2012-01-02,Chennai,Hard,R32,Andreas Beck,Vasek Pospisil,6-3 7-6(8),3,2012-891-2,2012-891,2,250,sackmann-local
2012-01-02,Chennai,Hard,R16,Nicolas Almagro,Steve Darcis,W/O,3,2012-891-20,2012-891,20,250,sackmann-local
2012-01-02,Chennai,Hard,QF,Janko Tipsarevic,David Goffin,6-2 3-6 6-2,3,2012-891-21,2012-891,21,250,sackmann-local
2012-01-02,Chennai,Hard,QF,Go Soeda,Stan Wawrinka,6-4 6-4,3,2012-891-22,2012-891,22,250,sackmann-local
2012-01-02,Chennai,Hard,QF,Milos Raonic,Dudi Sela,7-6(4) 6-3,3,2012-891-23,2012-891,23,250,sackmann-local
2012-01-02,Chennai,Hard,QF,Nicolas Almagro,Yuichi Sugita,4-6 7-6(8) 6-4,3,2012-891-24,2012-891,24,250,sackmann-local
2012-01-02,Chennai,Hard,SF,Janko Tipsarevic,Go Soeda,6-1 6-4,3,2012-891-25,2012-891,25,250,sackmann-local
2012-01-02,Chennai,Hard,SF,Milos Raonic,Nicolas Almagro,6-4 6-4,3,2012-891-26,2012-891,26,250,sackmann-local
2012-01-02,Chennai,Hard,F,Milos Raonic,Janko Tipsarevic,6-7(4) 7-6(4) 7-6(4),3,2012-891-27,2012-891,27,250,sackmann-local
2012-01-02,Chennai,Hard,R32,David Goffin,Xavier Malisse,4-6 6-2 6-3,3,2012-891-3,2012-891,3,250,sackmann-local
2012-01-02,Chennai,Hard,R32,Edouard Roger-Vasselin,Eric Prodon,6-4 6-3,3,2012-891-4,2012-891,4,250,sackmann-local
2012-01-02,Chennai,Hard,R32,Go Soeda,Fred Gil,6-2 6-7(4) 7-5,3,2012-891-5,2012-891,5,250,sackmann-local
2012-01-02,Chennai,Hard,R32,Ivan Dodig,Vishnu Vardhan,4-6 7-6(8) 6-1,3,2012-891-6,2012-891,6,250,sackmann-local
2012-01-02,Chennai,Hard,R32,Dudi Sela,Fabio Fognini,6-0 6-1,3,2012-891-7,2012-891,7,250,sackmann-local
2012-01-02,Chennai,Hard,R32,Benoit Paire,Pere Riba,6-2 6-1,3,2012-891-8,2012-891,8,250,sackmann-local
2012-01-02,Chennai,Hard,R32,Victor Hanescu,Sam Querrey,6-3 6-4,3,2012-891-9,2012-891,9,250,sackmann-local
2012-01-09,Auckland,Hard,R32,Lukas Rosol,Albert Ramos-Vinolas,6-2 6-4,3,2012-301-1,2012-301,1,250,sackmann-local
2012-01-09,Auckland,Hard,R32,Philipp Kohlschreiber,Stephane Bohli,6-4 4-6 6-4,3,2012-301-10,2012-301,10,250,sackmann-local
2012-01-09,Auckland,Hard,R32,Ryan Harrison,Sam Querrey,6-4 6-3,3,2012-301-11,2012-301,11,250,sackmann-local
2012-01-09,Auckland,Hard,R32,Santiago Giraldo,Michael Venus,6-4 6-3,3,2012-301-12,2012-301,12,250,sackmann-local
2012-01-09,Auckland,Hard,R16,David Ferrer,Lukas Rosol,6-4 6-2,3,2012-301-13,2012-301,13,250,sackmann-local
2012-01-09,Auckland,Hard,R16,Alejandro Falla,Potito Starace,7-6(3) 6-3,3,2012-301-14,2012-301,14,250,sackmann-local
2012-01-09,Auckland,Hard,R16,Fernando Verdasco,Carlos Berlocq,7-5 7-6(3),3,2012-301-15,2012-301,15,250,sackmann-local
2012-01-09,Auckland,Hard,R16,Guillermo Garcia-Lopez,Adrian Mannarino,6-2 6-3,3,2012-301-16,2012-301,16,250,sackmann-local
2012-01-09,Auckland,Hard,R16,Olivier Rochus,Thomaz Bellucci,7-6(6) 5-7 7-6(5),3,2012-301-17,2012-301,17,250,sackmann-local
2012-01-09,Auckland,Hard,R16,Benoit Paire,Juan Ignacio Chela,5-7 6-2 6-2,3,2012-301-18,2012-301,18,250,sackmann-local
2012-01-09,Auckland,Hard,R16,Philipp Kohlschreiber,Ryan Harrison,4-6 6-4 6-3,3,2012-301-19,2012-301,19,250,sackmann-local
2012-01-09,Auckland,Hard,R32,Potito Starace,Albert Montanes,6-3 6-2,3,2012-301-2,2012-301,2,250,sackmann-local
2012-01-09,Auckland,Hard,R16,Nicolas Almagro,Santiago Giraldo,6-4 6-2,3,2012-301-20,2012-301,20,250,sackmann-local
2012-01-09,Auckland,Hard,QF,David Ferrer,Alejandro Falla,6-4 4-6 6-3,3,2012-301-21,2012-301,21,250,sackmann-local
2012-01-09,Auckland,Hard,QF,Fernando Verdasco,Guillermo Garcia-Lopez,7-5 6-4,3,2012-301-22,2012-301,22,250,sackmann-local
2012-01-09,Auckland,Hard,QF,Olivier Rochus,Benoit Paire,6-3 6-7(5) 7-6(4),3,2012-301-23,2012-301,23,250,sackmann-local
2012-01-09,Auckland,Hard,QF,Philipp Kohlschreiber,Nicolas Almagro,7-6(5) 6-4,3,2012-301-24,2012-301,24,250,sackmann-local
2012-01-09,Auckland,Hard,SF,David Ferrer,Fernando Verdasco,6-3 6-4,3,2012-301-25,2012-301,25,250,sackmann-local
2012-01-09,Auckland,Hard,SF,Olivier Rochus,Philipp Kohlschreiber,6-7(4) 6-1 6-4,3,2012-301-26,2012-301,26,250,sackmann-local
2012-01-09,Auckland,Hard,F,David Ferrer,Olivier Rochus,6-3 6-4,3,2012-301-27,2012-301,27,250,sackmann-local
2012-01-09,Auckland,Hard,R32,Alejandro Falla,Donald Young,4-6 6-3 6-3,3,2012-301-3,2012-301,3,250,sackmann-local
2012-01-09,Auckland,Hard,R32,Carlos Berlocq,Filippo Volandri,6-5 RET,3,2012-301-4,2012-301,4,250,sackmann-local
2012-01-09,Auckland,Hard,R32,Guillermo Garcia-Lopez,Igor Kunitsyn,2-6 6-4 6-2,3,2012-301-5,2012-301,5,250,sackmann-local
2012-01-09,Auckland,Hard,R32,Adrian Mannarino,Kevin Anderson,6-3 6-3,3,2012-301-6,2012-301,6,250,sackmann-local
2012-01-09,Auckland,Hard,R32,Thomaz Bellucci,Rui Machado,6-3 7-6(3),3,2012-301-7,2012-301,7,250,sackmann-local
2012-01-09,Auckland,Hard,R32,Olivier Rochus,Tobias Kamke,7-5 6-4,3,2012-301-8,2012-301,8,250,sackmann-local
2012-01-09,Auckland,Hard,R32,Benoit Paire,Juan Carlos Ferrero,6-3 6-2,3,2012-301-9,2012-301,9,250,sackmann-local
2012-01-09,Sydney,Hard,R32,Lukasz Kubot,Ivan Dodig,7-6(4) 7-5,3,2012-338-1,2012-338,1,250,sackmann-local
2012-01-09,Sydney,Hard,R32,Radek Stepanek,Xavier Malisse,6-7(4) 6-4 6-4,3,2012-338-10,2012-338,10,250,sackmann-local
2012-01-09,Sydney,Hard,R32,Jarkko Nieminen,James Duckworth,6-2 6-2,3,2012-338-11,2012-338,11,250,sackmann-local
2012-01-09,Sydney,Hard,R32,Bobby Reynolds,Sergiy Stakhovsky,7-5 6-3,3,2012-338-12,2012-338,12,250,sackmann-local
2012-01-09,Sydney,Hard,R16,Juan Martin del Potro,Lukasz Kubot,6-4 6-2,3,2012-338-13,2012-338,13,250,sackmann-local
2012-01-09,Sydney,Hard,R16,Marcos Baghdatis,Matthew Ebden,3-6 7-5 7-6(3),3,2012-338-14,2012-338,14,250,sackmann-local
2012-01-09,Sydney,Hard,R16,Julien Benneteau,Feliciano Lopez,6-3 6-4,3,2012-338-15,2012-338,15,250,sackmann-local
2012-01-09,Sydney,Hard,R16,Alex Bogomolov Jr.,Viktor Troicki,7-6(5) 6-4,3,2012-338-16,2012-338,16,250,sackmann-local
2012-01-09,Sydney,Hard,R16,Denis Istomin,Ryan Sweeting,6-2 6-1,3,2012-338-17,2012-338,17,250,sackmann-local
2012-01-09,Sydney,Hard,R16,Richard Gasquet,Fabio Fognini,6-2 6-1,3,2012-338-18,2012-338,18,250,sackmann-local
2012-01-09,Sydney,Hard,R16,Jarkko Nieminen,Radek Stepanek,7-6(5) 5-7 6-1,3,2012-338-19,2012-338,19,250,sackmann-local
2012-01-09,Sydney,Hard,R32,Marcos Baghdatis,Dmitry Tursunov,6-4 6-4,3,2012-338-2,2012-338,2,250,sackmann-local
2012-01-09,Sydney,Hard,R16,Bobby Reynolds,John Isner,3-6 6-4 6-3,3,2012-338-20,2012-338,20,250,sackmann-local
2012-01-09,Sydney,Hard,QF,Marcos Baghdatis,Juan Martin del Potro,7-6(7) 6-4,3,2012-338-21,2012-338,21,250,sackmann-local
2012-01-09,Sydney,Hard,QF,Julien Benneteau,Alex Bogomolov Jr.,6-2 6-4,3,2012-338-22,2012-338,22,250,sackmann-local
2012-01-09,Sydney,Hard,QF,Denis Istomin,Richard Gasquet,6-4 7-6(4),3,2012-338-23,2012-338,23,250,sackmann-local
2012-01-09,Sydney,Hard,QF,Jarkko Nieminen,Bobby Reynolds,6-3 6-3,3,2012-338-24,2012-338,24,250,sackmann-local
2012-01-09,Sydney,Hard,SF,Julien Benneteau,Marcos Baghdatis,6-4 6-4,3,2012-338-25,2012-338,25,250,sackmann-local
2012-01-09,Sydney,Hard,SF,Jarkko Nieminen,Denis Istomin,7-6(12) 6-3,3,2012-338-26,2012-338,26,250,sackmann-local
2012-01-09,Sydney,Hard,F,Jarkko Nieminen,Julien Benneteau,6-2 7-5,3,2012-338-27,2012-338,27,250,sackmann-local
2012-01-09,Sydney,Hard,R32,Matthew Ebden,Marcel Granollers,6-1 3-6 6-3,3,2012-338-3,2012-338,3,250,sackmann-local
2012-01-09,Sydney,Hard,R32,Julien Benneteau,Andreas Seppi,6-3 6-4,3,2012-338-4,2012-338,4,250,sackmann-local
2012-01-09,Sydney,Hard,R32,Alex Bogomolov Jr.,Robin Haase,6-4 1-6 6-4,3,2012-338-5,2012-338,5,250,sackmann-local
2012-01-09,Sydney,Hard,R32,Viktor Troicki,Lleyton Hewitt,4-6 6-3 6-2,3,2012-338-6,2012-338,6,250,sackmann-local
2012-01-09,Sydney,Hard,R32,Ryan Sweeting,Gilles Muller,3-6 7-6(2) 7-5,3,2012-338-7,2012-338,7,250,sackmann-local
2012-01-09,Sydney,Hard,R32,Denis Istomin,Pablo Andujar,6-3 2-6 6-3,3,2012-338-8,2012-338,8,250,sackmann-local
2012-01-09,Sydney,Hard,R32,Fabio Fognini,Michael Russell,2-6 6-2 6-0,3,2012-338-9,2012-338,9,250,sackmann-local
2012-01-16,Australian Open,Hard,R128,Novak Djokovic,Paolo Lorenzi,6-2 6-0 6-0,5,2012-580-1,2012-580,1,G,sackmann-local
2012-01-16,Australian Open,Hard,R128,James Duckworth,Jurgen Zopp,6-3 6-4 6-4,5,2012-580-10,2012-580,10,G,sackmann-local
2012-01-16,Australian Open,Hard,R32,David Ferrer,Juan Ignacio Chela,7-5 6-2 6-1,5,2012-580-100,2012-580,100,G,sackmann-local
2012-01-16,Australian Open,Hard,R32,Andy Murray,Michael Llodra,6-4 6-2 6-0,5,2012-580-101,2012-580,101,G,sackmann-local
2012-01-16,Australian Open,Hard,R32,Mikhail Kukushkin,Gael Monfils,6-2 7-5 5-7 1-6 6-4,5,2012-580-102,2012-580,102,G,sackmann-local
2012-01-16,Australian Open,Hard,R32,Kei Nishikori,Julien Benneteau,4-6 7-6(3) 7-6(4) 6-3,5,2012-580-103,2012-580,103,G,sackmann-local
2012-01-16,Australian Open,Hard,R32,Jo-Wilfried Tsonga,Fred Gil,6-2 6-2 6-2,5,2012-580-104,2012-580,104,G,sackmann-local
2012-01-16,Australian Open,Hard,R32,Philipp Kohlschreiber,Alejandro Falla,6-3 6-2 7-6(3),5,2012-580-105,2012-580,105,G,sackmann-local
2012-01-16,Australian Open,Hard,R32,Juan Martin del Potro,Yen-Hsun Lu,6-2 6-3 6-0,5,2012-580-106,2012-580,106,G,sackmann-local
2012-01-16,Australian Open,Hard,R32,Bernard Tomic,Alexandr Dolgopolov,4-6 7-6(0) 7-6(6) 2-6 6-3,5,2012-580-107,2012-580,107,G,sackmann-local
2012-01-16,Australian Open,Hard,R32,Roger Federer,Ivo Karlovic,7-6(6) 7-5 6-3,5,2012-580-108,2012-580,108,G,sackmann-local
2012-01-16,Australian Open,Hard,R32,Tomas Berdych,Kevin Anderson,7-6(5) 7-6(1) 6-1,5,2012-580-109,2012-580,109,G,sackmann-local
2012-01-16,Australian Open,Hard,R128,Andrey Golubev,Mikhail Youzhny,7-5 6-7(4) 6-4 4-6 6-3,5,2012-580-11,2012-580,11,G,sackmann-local
2012-01-16,Australian Open,Hard,R32,Nicolas Almagro,Stan Wawrinka,7-6(2) 6-2 6-4,5,2012-580-110,2012-580,110,G,sackmann-local
2012-01-16,Australian Open,Hard,R32,Feliciano Lopez,John Isner,6-3 6-7(3) 6-4 6-7(7) 6-1,5,2012-580-111,2012-580,111,G,sackmann-local
2012-01-16,Australian Open,Hard,R32,Rafael Nadal,Lukas Lacko,6-2 6-4 6-2,5,2012-580-112,2012-580,112,G,sackmann-local
2012-01-16,Australian Open,Hard,R16,Novak Djokovic,Lleyton Hewitt,6-1 6-3 4-6 6-3,5,2012-580-113,2012-580,113,G,sackmann-local
2012-01-16,Australian Open,Hard,R16,David Ferrer,Richard Gasquet,6-4 6-4 6-1,5,2012-580-114,2012-580,114,G,sackmann-local
2012-01-16,Australian Open,Hard,R16,Andy Murray,Mikhail Kukushkin,6-1 6-1 1-0 RET,5,2012-580-115,2012-580,115,G,sackmann-local
2012-01-16,Australian Open,Hard,R16,Kei Nishikori,Jo-Wilfried Tsonga,2-6 6-2 6-1 3-6 6-3,5,2012-580-116,2012-580,116,G,sackmann-local
2012-01-16,Australian Open,Hard,R16,Juan Martin del Potro,Philipp Kohlschreiber,6-4 6-2 6-1,5,2012-580-117,2012-580,117,G,sackmann-local
2012-01-16,Australian Open,Hard,R16,Roger Federer,Bernard Tomic,6-4 6-2 6-2,5,2012-580-118,2012-580,118,G,sackmann-local
2012-01-16,Australian Open,Hard,R16,Tomas Berdych,Nicolas Almagro,4-6 7-6(5) 7-6(3) 7-6(2),5,2012-580-119,2012-580,119,G,sackmann-local
2012-01-16,Australian Open,Hard,R128,Richard Gasquet,Andreas Seppi,6-3 3-6 6-3 6-1,5,2012-580-12,2012-580,12,G,sackmann-local
2012-01-16,Australian Open,Hard,R16,Rafael Nadal,Feliciano Lopez,6-4 6-4 6-2,5,2012-580-120,2012-580,120,G,sackmann-local
2012-01-16,Australian Open,Hard,QF,Novak Djokovic,David Ferrer,6-4 7-6(4) 6-1,5,2012-580-121,2012-580,121,G,sackmann-local
2012-01-16,Australian Open,Hard,QF,Andy Murray,Kei Nishikori,6-3 6-3 6-1,5,2012-580-122,2012-580,122,G,sackmann-local
2012-01-16,Australian Open,Hard,QF,Roger Federer,Juan Martin del Potro,6-4 6-3 6-2,5,2012-580-123,2012-580,123,G,sackmann-local
2012-01-16,Australian Open,Hard,QF,Rafael Nadal,Tomas Berdych,6-7(5) 7-6(6) 6-4 6-3,5,2012-580-124,2012-580,124,G,sackmann-local
2012-01-16,Australian Open,Hard,SF,Novak Djokovic,Andy Murray,6-3 3-6 6-7(4) 6-1 7-5,5,2012-580-125,2012-580,125,G,sackmann-local
2012-01-16,Australian Open,Hard,SF,Rafael Nadal,Roger Federer,6-7(5) 6-2 7-6(5) 6-4,5,2012-580-126,2012-580,126,G,sackmann-local
2012-01-16,Australian Open,Hard,F,Novak Djokovic,Rafael Nadal,5-7 6-4 6-2 6-7(5) 7-5,5,2012-580-127,2012-580,127,G,sackmann-local
2012-01-16,Australian Open,Hard,R128,Juan Ignacio Chela,Michael Russell,7-6(3) 6-3 6-4,5,2012-580-13,2012-580,13,G,sackmann-local
2012-01-16,Australian Open,Hard,R128,Pablo Andujar,Igor Kunitsyn,6-1 7-6(12) 6-0,5,2012-580-14,2012-580,14,G,sackmann-local
2012-01-16,Australian Open,Hard,R128,Ryan Sweeting,Matthias Bachinger,6-4 6-4 6-2,5,2012-580-15,2012-580,15,G,sackmann-local
2012-01-16,Australian Open,Hard,R128,David Ferrer,Rui Machado,6-1 6-4 6-2,5,2012-580-16,2012-580,16,G,sackmann-local
2012-01-16,Australian Open,Hard,R128,Andy Murray,Ryan Harrison,4-6 6-3 6-4 6-2,5,2012-580-17,2012-580,17,G,sackmann-local
2012-01-16,Australian Open,Hard,R128,Edouard Roger-Vasselin,Xavier Malisse,7-6(6) RET,5,2012-580-18,2012-580,18,G,sackmann-local
2012-01-16,Australian Open,Hard,R128,Michael Llodra,Ernests Gulbis,2-6 6-1 6-2 6-2,5,2012-580-19,2012-580,19,G,sackmann-local
2012-01-16,Australian Open,Hard,R128,Santiago Giraldo,Matteo Viola,6-4 6-2 6-1,5,2012-580-2,2012-580,2,G,sackmann-local
2012-01-16,Australian Open,Hard,R128,Alex Bogomolov Jr.,Daniel Gimeno-Traver,6-3 6-2 6-4,5,2012-580-20,2012-580,20,G,sackmann-local
2012-01-16,Australian Open,Hard,R128,Viktor Troicki,Juan Carlos Ferrero,4-6 6-7(3) 6-2 7-6(3) 6-2,5,2012-580-21,2012-580,21,G,sackmann-local
