season,date,player,tournament,surface,elo
2017,2017-01-01,Elitsa Kostova,brisbane,hard,1563.08
2017,2017-01-01,Viktoriya Tomova,brisbane,hard,1517.92
2017,2017-01-01,Anastasia Rodionova,brisbane,hard,1484.87
2017,2017-01-01,Carina Witthoeft,brisbane,hard,1589.93
2017,2017-01-01,Sachia Vickery,brisbane,hard,1522.19
2017,2017-01-01,Kateryna Kozlova,brisbane,hard,1521.61
2017,2017-01-16,Misaki Doi,australian_open,hard,1580.38
2017,2017-01-16,Pauline Parmentier,australian_open,hard,1632.72
2017,2017-01-16,Shuai Peng,australian_open,hard,1626.08
2017,2017-01-16,Daria Kasatkina,australian_open,hard,1613.22
2017,2017-01-16,Anna Tatishvili,australian_open,hard,1485.61
2017,2017-01-16,Jaimee Fourlis,australian_open,hard,1550.29
2017,2017-01-16,Viktorija Golubic,australian_open,hard,1562.34
2017,2017-01-16,Kristyna Pliskova,australian_open,hard,1637.26
2017,2017-01-16,Kirsten Flipkens,australian_open,hard,1578.45
2017,2017-01-16,Johanna Konta,australian_open,hard,1877.85
2017,2017-01-16,Lin Zhu,australian_open,hard,1516.54
2017,2017-01-16,Jelena Ostapenko,australian_open,hard,1654.06
2017,2017-01-16,Natalia Vikhlyantseva,australian_open,hard,1590.37
2017,2017-01-16,Vania King,australian_open,hard,1535.63
2017,2017-01-16,Karolina Pliskova,australian_open,hard,1967.31
2017,2017-01-16,Sara Sorribes Tormo,australian_open,hard,1553.59
2017,2017-01-16,Galina Voskoboeva,australian_open,hard,1500.31
2017,2017-01-16,Elina Svitolina,australian_open,hard,1803.09
2017,2017-01-16,Kiki Bertens,australian_open,hard,1643.86
2017,2017-01-16,Varvara Lepchenko,australian_open,hard,1626.14
2017,2017-01-16,Danka Kovinic,australian_open,hard,1627.04
2017,2017-01-16,Saisai Zheng,australian_open,hard,1537.26
2017,2017-01-16,Samantha Crawford,australian_open,hard,1599.52
2017,2017-01-16,Lauren Davis,australian_open,hard,1551.28
2017,2017-01-16,Ana Bogdan,australian_open,hard,1525.8
2017,2017-01-16,Elena Vesnina,australian_open,hard,1746.3
2017,2017-01-16,Naomi Osaka,australian_open,hard,1646.53
2017,2017-01-16,Luksika Kumkhum,australian_open,hard,1500.87
2017,2017-01-16,Jennifer Brady,australian_open,hard,1590.08
2017,2017-01-16,Maryna Zanevska,australian_open,hard,1509.32
2017,2017-01-16,Annika Beck,australian_open,hard,1561.74
2017,2017-01-16,Ashleigh Barty,australian_open,hard,1567.46
2017,2017-01-16,Myrtille Georges,australian_open,hard,1484.61
2017,2017-01-16,Alize Cornet,australian_open,hard,1543.19
2017,2017-01-16,Kate Makarova,australian_open,hard,1546.8
2017,2017-01-16,Ekaterina Alexandrova,australian_open,hard,1512.8
2017,2017-01-16,Christina Mchale,australian_open,hard,1577.38
2017,2017-01-16,Kristina Kucova,australian_open,hard,1622.92
2017,2017-01-16,Su Wei Hsieh,australian_open,hard,1544.56
2017,2017-01-16,Karin Knapp,australian_open,hard,1495.24
2017,2017-01-16,Kristina Mladenovic,australian_open,hard,1583.41
2017,2017-01-16,Ana Konjuh,australian_open,hard,1659.49
2017,2017-01-16,Anastasia Pavlyuchenkova,australian_open,hard,1692.25
2017,2017-01-16,Evgeniya Rodina,australian_open,hard,1545.35
2017,2017-01-16,Lara Arruabarrena,australian_open,hard,1558.32
2017,2017-01-16,Yulia Putintseva,australian_open,hard,1678.98
2017,2017-01-16,Serena Williams,australian_open,hard,2208.34
2017,2017-01-16,Belinda Bencic,australian_open,hard,1620.56
2017,2017-01-16,Denisa Allertova,australian_open,hard,1494.94
2017,2017-01-16,Dominika Cibulkova,australian_open,hard,1992.56
2017,2017-01-16,Marina Erakovic,australian_open,hard,1514.14
2017,2017-01-16,Garbine Muguruza,australian_open,hard,1546.96
2017,2017-01-16,Anastasija Sevastova,australian_open,hard,1674.07
2017,2017-01-16,Nao Hibino,australian_open,hard,1536.63
2017,2017-01-16,Lesia Tsurenko,australian_open,hard,1599.16
2017,2017-01-16,Angelique Kerber,australian_open,hard,2409.14
2017,2017-01-16,Lucie Safarova,australian_open,hard,1634.51
2017,2017-01-16,Yanina Wickmayer,australian_open,hard,1557.89
2017,2017-01-16,Madison Brengle,australian_open,hard,1537.19
2017,2017-01-16,Alison Riske Amritraj,australian_open,hard,1549.81
2017,2017-01-16,Timea Babos,australian_open,hard,1608.09
2017,2017-01-16,Nicole Gibbs,australian_open,hard,1623.61
2017,2017-01-16,Heather Watson,australian_open,hard,1636.61
2017,2017-01-16,Samantha Stosur,australian_open,hard,1657.29
2017,2017-01-16,Yaroslava Shvedova,australian_open,hard,1575.78
2017,2017-01-16,Irina Camelia Begu,australian_open,hard,1554.32
2017,2017-01-16,Mariana Duque Marino,australian_open,hard,1493.05
2017,2017-01-16,Svetlana Kuznetsova,australian_open,hard,1918.45
2017,2017-01-16,Coco Vandeweghe,australian_open,hard,1681.31
2017,2017-01-16,Roberta Vinci,australian_open,hard,1670.89
2017,2017-01-16,Julia Goerges,australian_open,hard,1651.15
2017,2017-01-16,Katerina Siniakova,australian_open,hard,1572.15
2017,2017-01-16,Timea Bacsinszky,australian_open,hard,1757.69
2017,2017-01-16,Camila Giorgi,australian_open,hard,1553.91
2017,2017-01-16,Simona Halep,australian_open,hard,1908.89
2017,2017-01-16,Shelby Rogers,australian_open,hard,1711.61
2017,2017-01-16,Carina Witthoeft,australian_open,hard,1622.46
2017,2017-01-16,Eri Hozumi,australian_open,hard,1491.77
2017,2017-01-16,Cagla Buyukakcay,australian_open,hard,1537.76
2017,2017-01-16,Oceane Dodin,australian_open,hard,1625.54
2017,2017-01-16,Donna Vekic,australian_open,hard,1601.07
2017,2017-01-16,Lizette Cabrera,australian_open,hard,1489.23
2017,2017-01-16,Sorana Cirstea,australian_open,hard,1617.49
2017,2017-01-16,Irina Khromacheva,australian_open,hard,1529.41
2017,2017-01-16,Laura Siegemund,australian_open,hard,1606.57
2017,2017-01-16,Jelena Jankovic,australian_open,hard,1654.73
2017,2017-01-16,Monica Niculescu,australian_open,hard,1578.61
2017,2017-01-16,Anna Blinkova,australian_open,hard,1579.69
2017,2017-01-16,Andrea Petkovic,australian_open,hard,1639.85
2017,2017-01-16,Kayla Day,australian_open,hard,1497.25
2017,2017-01-16,Agnieszka Radwanska,australian_open,hard,2065.52
2017,2017-01-16,Tsvetana Pironkova,australian_open,hard,1587.68
2017,2017-01-16,Eugenie Bouchard,australian_open,hard,1657.53
2017,2017-01-16,Louisa Chirico,australian_open,hard,1554.27
2017,2017-01-16,Anett Kontaveit,australian_open,hard,1517
2017,2017-01-16,Maria Sakkari,australian_open,hard,1606.4
2017,2017-01-16,Sara Errani,australian_open,hard,1649.75
2017,2017-01-16,Risa Ozaki,australian_open,hard,1530.95
2017,2017-01-16,Julia Boserup,australian_open,hard,1591.46
2017,2017-01-16,Francesca Schiavone,australian_open,hard,1522.54
2017,2017-01-16,Rebecca Sramkova,australian_open,hard,1504.11
2017,2017-01-16,Ying Ying Duan,australian_open,hard,1545.69
2017,2017-01-16,Naomi Broady,australian_open,hard,1542.62
2017,2017-01-16,Daria Saville,australian_open,hard,1695.88
2017,2017-01-16,Stefanie Voegele,australian_open,hard,1597.31
2017,2017-01-16,Kurumi Nara,australian_open,hard,1536.79
2017,2017-01-16,Patricia Maria Tig,australian_open,hard,1530.74
2017,2017-01-16,Monica Puig,australian_open,hard,1679.06
2017,2017-01-16,Caroline Wozniacki,australian_open,hard,1738.62
2017,2017-01-16,Arina Rodionova,australian_open,hard,1508.88
2017,2017-01-16,Kateryna Baindl,australian_open,hard,1542.04
2017,2017-01-16,Venus Williams,australian_open,hard,1746.86
2017,2017-01-16,Kateryna Bondarenko,australian_open,hard,1478.74
2017,2017-01-16,Caroline Garcia,australian_open,hard,1697.76
2017,2017-01-16,Destanee Aiava,australian_open,hard,1472.21
2017,2017-01-16,Mona Barthel,australian_open,hard,1572.39
2017,2017-01-16,Mirjana Lucic,australian_open,hard,1549.86
2017,2017-01-16,Qiang Wang,australian_open,hard,1537.54
2017,2017-01-16,Carla Suarez Navarro,australian_open,hard,1547.53
2017,2017-01-16,Jana Cepelova,australian_open,hard,1518.67
2017,2017-01-16,Elizaveta Kulichkova,australian_open,hard,1517.78
2017,2017-01-16,Barbora Strycova,australian_open,hard,1738.12
2017,2017-01-16,Mandy Minella,australian_open,hard,1602.17
2017,2017-01-16,Magda Linette,australian_open,hard,1527.33
2017,2017-01-16,Xinyun Han,australian_open,hard,1511.12
2017,2017-01-16,Irina Falconi,australian_open,hard,1546.58
2017,2017-01-16,Aliaksandra Sasnovich,australian_open,hard,1523.91
2017,2017-01-16,Shuai Zhang,australian_open,hard,1710.99
2017,2017-01-16,Shelby Rogers,australian_open,hard,1655.9
2017,2017-01-16,Ashleigh Barty,australian_open,hard,1623.16
2017,2017-01-16,Natalia Vikhlyantseva,australian_open,hard,1561.77
2017,2017-01-16,Anastasia Pavlyuchenkova,australian_open,hard,1720.85
2017,2017-01-16,Kristina Kucova,australian_open,hard,1588.77
2017,2017-01-16,Anastasija Sevastova,australian_open,hard,1708.23
2017,2017-01-16,Monica Puig,australian_open,hard,1627.15
2017,2017-01-16,Mona Barthel,australian_open,hard,1624.3
2017,2017-01-16,Mandy Minella,australian_open,hard,1577.87
2017,2017-01-16,Elena Vesnina,australian_open,hard,1770.6
2017,2017-01-16,Venus Williams,australian_open,hard,1770.64
2017,2017-01-16,Stefanie Voegele,australian_open,hard,1573.54
2017,2017-01-16,Anna Blinkova,australian_open,hard,1571.93
2017,2017-01-16,Karolina Pliskova,australian_open,hard,1975.06
2017,2017-01-16,Danka Kovinic,australian_open,hard,1601.41
2017,2017-01-16,Timea Bacsinszky,australian_open,hard,1783.32
2017,2017-01-16,Andrea Petkovic,australian_open,hard,1610.87
2017,2017-01-16,Barbora Strycova,australian_open,hard,1767.1
2017,2017-01-16,Irina Falconi,australian_open,hard,1515.31
2017,2017-01-16,Nicole Gibbs,australian_open,hard,1654.88
2017,2017-01-16,Samantha Crawford,australian_open,hard,1553.52
2017,2017-01-16,Garbine Muguruza,australian_open,hard,1592.97
2017,2017-01-16,Svetlana Kuznetsova,australian_open,hard,1927.02
2017,2017-01-16,Jaimee Fourlis,australian_open,hard,1541.71
2017,2017-01-16,Julia Goerges,australian_open,hard,1611.56
2017,2017-01-16,Jelena Jankovic,australian_open,hard,1694.32
2017,2017-01-16,Jelena Ostapenko,australian_open,hard,1696.93
2017,2017-01-16,Yulia Putintseva,australian_open,hard,1636.12
2017,2017-01-16,Naomi Osaka,australian_open,hard,1629.81
2017,2017-01-16,Johanna Konta,australian_open,hard,1894.56
2017,2017-01-16,Kate Makarova,australian_open,hard,1598.31
2017,2017-01-16,Sara Errani,australian_open,hard,1598.23
2017,2017-01-16,Sorana Cirstea,australian_open,hard,1649.54
2017,2017-01-16,Carla Suarez Navarro,australian_open,hard,1515.48
2017,2017-01-16,Angelique Kerber,australian_open,hard,2410.41
2017,2017-01-16,Carina Witthoeft,australian_open,hard,1621.19
2017,2017-01-16,Pauline Parmentier,australian_open,hard,1598.28
2017,2017-01-16,Coco Vandeweghe,australian_open,hard,1715.76
2017,2017-01-16,Caroline Wozniacki,australian_open,hard,1763.56
2017,2017-01-16,Donna Vekic,australian_open,hard,1576.12
2017,2017-01-16,Shuai Zhang,australian_open,hard,1653.66
2017,2017-01-16,Alison Riske Amritraj,australian_open,hard,1607.14
2017,2017-01-16,Shuai Peng,australian_open,hard,1589.69
2017,2017-01-16,Eugenie Bouchard,australian_open,hard,1693.92
2017,2017-01-16,Ana Konjuh,australian_open,hard,1623.66
2017,2017-01-16,Daria Saville,australian_open,hard,1731.71
2017,2017-01-16,Dominika Cibulkova,australian_open,hard,1998.54
2017,2017-01-16,Su Wei Hsieh,australian_open,hard,1538.58
2017,2017-01-16,Elina Svitolina,australian_open,hard,1821.35
2017,2017-01-16,Julia Boserup,australian_open,hard,1573.2
2017,2017-01-16,Alize Cornet,australian_open,hard,1510.39
2017,2017-01-16,Maria Sakkari,australian_open,hard,1639.2
2017,2017-01-16,Caroline Garcia,australian_open,hard,1729.57
2017,2017-01-16,Oceane Dodin,australian_open,hard,1593.74
2017,2017-01-16,Irina Camelia Begu,australian_open,hard,1523.69
2017,2017-01-16,Kristyna Pliskova,australian_open,hard,1667.89
2017,2017-01-16,Lucie Safarova,australian_open,hard,1631.05
2017,2017-01-16,Serena Williams,australian_open,hard,2211.79
2017,2017-01-16,Agnieszka Radwanska,australian_open,hard,1943.78
2017,2017-01-16,Mirjana Lucic,australian_open,hard,1671.6
2017,2017-01-16,Mirjana Lucic,australian_open,hard,1707.88
2017,2017-01-16,Maria Sakkari,australian_open,hard,1602.92
2017,2017-01-16,Venus Williams,australian_open,hard,1787.84
2017,2017-01-16,Ying Ying Duan,australian_open,hard,1528.49
2017,2017-01-16,Alison Riske Amritraj,australian_open,hard,1572
2017,2017-01-16,Sorana Cirstea,australian_open,hard,1684.69
2017,2017-01-16,Svetlana Kuznetsova,australian_open,hard,1943.63
2017,2017-01-16,Jelena Jankovic,australian_open,hard,1677.71
2017,2017-01-16,Daria Saville,australian_open,hard,1777.6
2017,2017-01-16,Timea Bacsinszky,australian_open,hard,1737.42
2017,2017-01-16,Caroline Wozniacki,australian_open,hard,1737.96
2017,2017-01-16,Johanna Konta,australian_open,hard,1920.15
2017,2017-01-16,Elena Vesnina,australian_open,hard,1711.51
2017,2017-01-16,Jennifer Brady,australian_open,hard,1649.18
2017,2017-01-16,Kristyna Pliskova,australian_open,hard,1666.32
2017,2017-01-16,Angelique Kerber,australian_open,hard,2411.98
2017,2017-01-16,Dominika Cibulkova,australian_open,hard,1889.4
2017,2017-01-16,Kate Makarova,australian_open,hard,1707.45
2017,2017-01-16,Anastasija Sevastova,australian_open,hard,1655.42
2017,2017-01-16,Garbine Muguruza,australian_open,hard,1645.77
2017,2017-01-16,Caroline Garcia,australian_open,hard,1693.87
2017,2017-01-16,Barbora Strycova,australian_open,hard,1802.8
2017,2017-01-16,Elina Svitolina,australian_open,hard,1770.09
2017,2017-01-16,Anastasia Pavlyuchenkova,australian_open,hard,1772.11
2017,2017-01-16,Nicole Gibbs,australian_open,hard,1651.16
2017,2017-01-16,Serena Williams,australian_open,hard,2215.52
2017,2017-01-16,Coco Vandeweghe,australian_open,hard,1753.25
2017,2017-01-16,Eugenie Bouchard,australian_open,hard,1656.43
2017,2017-01-16,Jennifer Brady,australian_open,hard,1612.54
2017,2017-01-16,Mirjana Lucic,australian_open,hard,1744.52
2017,2017-01-16,Svetlana Kuznetsova,australian_open,hard,1879.52
2017,2017-01-16,Anastasia Pavlyuchenkova,australian_open,hard,1836.22
2017,2017-01-16,Serena Williams,australian_open,hard,2223.12
2017,2017-01-16,Barbora Strycova,australian_open,hard,1795.19
2017,2017-01-16,Venus Williams,australian_open,hard,1812.53
2017,2017-01-16,Mona Barthel,australian_open,hard,1599.6
2017,2017-01-16,Angelique Kerber,australian_open,hard,2286.8
2017,2017-01-16,Coco Vandeweghe,australian_open,hard,1878.42
2017,2017-01-16,Daria Saville,australian_open,hard,1756.23
2017,2017-01-16,Karolina Pliskova,australian_open,hard,1996.44
2017,2017-01-16,Garbine Muguruza,australian_open,hard,1694.68
2017,2017-01-16,Sorana Cirstea,australian_open,hard,1635.78
2017,2017-01-16,Kate Makarova,australian_open,hard,1687.46
2017,2017-01-16,Johanna Konta,australian_open,hard,1940.14
2017,2017-01-16,Venus Williams,australian_open,hard,1863.8
2017,2017-01-16,Anastasia Pavlyuchenkova,australian_open,hard,1784.95
2017,2017-01-16,Coco Vandeweghe,australian_open,hard,1903.17
2017,2017-01-16,Garbine Muguruza,australian_open,hard,1669.94
2017,2017-01-16,Serena Williams,australian_open,hard,2238.86
2017,2017-01-16,Johanna Konta,australian_open,hard,1924.4
2017,2017-01-16,Mirjana Lucic,australian_open,hard,1822.28
2017,2017-01-16,Karolina Pliskova,australian_open,hard,1918.68
2017,2017-01-16,Coco Vandeweghe,australian_open,hard,1845.3
2017,2017-01-16,Venus Williams,australian_open,hard,1921.67
2017,2017-01-16,Serena Williams,australian_open,hard,2247.71
2017,2017-01-16,Mirjana Lucic,australian_open,hard,1813.43
2017,2017-01-16,Serena Williams,australian_open,hard,2263.64
2017,2017-01-16,Venus Williams,australian_open,hard,1905.74
2017,2017-01-30,Barbora Krejcikova,singapore,hard,1536.17
2017,2017-01-30,Kai-Chen Chang,singapore,hard,1529.33
2017,2017-01-30,Lizette Cabrera,singapore,hard,1474.61
2017,2017-01-30,Chang Liu,singapore,hard,1533.82
2017,2017-01-30,Shu-Ying Hsieh,singapore,hard,1485.37
2017,2017-01-30,Miyu Kato,singapore,hard,1544.53
2017,2017-01-30,Conny Perrin,singapore,hard,1540.72
2017,2017-01-30,Shuko Aoyama,singapore,hard,1507.18
2017,2017-01-30,Lucie Hradecka,singapore,hard,1548.15
2017,2017-01-30,Chin-Wei Chan,singapore,hard,1485.55
2017,2017-01-30,Shiho Akita,singapore,hard,1504.09
2017,2017-01-30,Tara Moore,singapore,hard,1549.81
2017,2017-01-30,Aleksandra Krunic,singapore,hard,1556.47
2017,2017-01-30,Ching-Wen Hsu,singapore,hard,1496.23
2017,2017-01-30,Marina Erakovic,singapore,hard,1529.91
2017,2017-01-30,Marta Paigina,singapore,hard,1493.43
2017,2017-01-30,Dalila Jakupovic,singapore,hard,1551.06
2017,2017-01-30,Jia-Jing Lu,singapore,hard,1506.44
2017,2017-01-30,Kai-Lin Zhang,singapore,hard,1527.32
2017,2017-01-30,Ayumi Morita,singapore,hard,1518.08
2017,2017-01-30,Ons Jabeur,singapore,hard,1543.93
2017,2017-01-30,Akiko Omae,singapore,hard,1506.57
2017,2017-01-30,Julia Glushko,singapore,hard,1543.86
2017,2017-01-30,Eri Hozumi,singapore,hard,1477.5
2017,2017-01-30,Julia Glushko,singapore,hard,1527.22
2017,2017-01-30,Marina Erakovic,singapore,hard,1546.55
2017,2017-01-30,Tara Moore,singapore,hard,1533.73
2017,2017-01-30,Lucie Hradecka,singapore,hard,1564.23
2017,2017-01-30,Aleksandra Krunic,singapore,hard,1571.75
2017,2017-01-30,Conny Perrin,singapore,hard,1525.45
2017,2017-01-30,Chang Liu,singapore,hard,1518.62
2017,2017-01-30,Dalila Jakupovic,singapore,hard,1566.27
2017,2017-01-30,Miyu Kato,singapore,hard,1560.14
2017,2017-01-30,Barbora Krejcikova,singapore,hard,1520.56
2017,2017-01-30,Ons Jabeur,singapore,hard,1558.74
2017,2017-01-30,Ayumi Morita,singapore,hard,1503.27
2017,2017-01-30,Nicole Gibbs,singapore,hard,1631
2017,2017-01-30,Ons Jabeur,singapore,hard,1578.9
2017,2017-01-30,Mandy Minella,singapore,hard,1591.17
2017,2017-01-30,Jana Cepelova,singapore,hard,1505.37
2017,2017-01-30,Miyu Kato,singapore,hard,1548.42
2017,2017-01-30,Anastasija Sevastova,singapore,hard,1667.14
2017,2017-01-30,Marina Erakovic,singapore,hard,1536.96
2017,2017-01-30,Caroline Garcia,singapore,hard,1703.47
2017,2017-01-30,Danka Kovinic,singapore,hard,1587.96
2017,2017-01-30,Samantha Stosur,singapore,hard,1670.73
2017,2017-01-30,Shuai Peng,singapore,hard,1603.29
2017,2017-01-30,Saisai Zheng,singapore,hard,1523.66
2017,2017-01-30,Dalila Jakupovic,singapore,hard,1580.26
2017,2017-01-30,Francesca Schiavone,singapore,hard,1508.55
2017,2017-01-30,Sorana Cirstea,singapore,hard,1615.09
2017,2017-01-30,Risa Ozaki,singapore,hard,1551.64
2017,2017-01-30,Misaki Doi,singapore,hard,1594.38
2017,2017-01-30,Nao Hibino,singapore,hard,1522.63
2017,2017-01-30,Shelby Rogers,singapore,hard,1665.69
2017,2017-01-30,Ya-Hsuan Lee,singapore,hard,1503.81
2017,2017-01-30,Elina Svitolina,singapore,hard,1776.98
2017,2017-01-30,Evgeniya Rodina,singapore,hard,1538.46
2017,2017-01-30,Magda Linette,singapore,hard,1510.83
2017,2017-01-30,Lin Zhu,singapore,hard,1533.03
2017,2017-01-30,Jelena Jankovic,singapore,hard,1655.56
2017,2017-01-30,Kurumi Nara,singapore,hard,1558.95
2017,2017-01-30,Lucie Safarova,singapore,hard,1644.35
2017,2017-01-30,Aleksandra Krunic,singapore,hard,1558.45
2017,2017-01-30,Galina Voskoboeva,singapore,hard,1487.57
2017,2017-01-30,Katerina Siniakova,singapore,hard,1584.89
2017,2017-01-30,Katerina Siniakova,singapore,hard,1568.22
2017,2017-01-30,Shuai Peng,singapore,hard,1619.96
2017,2017-01-30,Risa Ozaki,singapore,hard,1536.19
2017,2017-01-30,Misaki Doi,singapore,hard,1609.82
2017,2017-01-30,Kurumi Nara,singapore,hard,1540.04
2017,2017-01-30,Lin Zhu,singapore,hard,1551.94
2017,2017-01-30,Elina Svitolina,singapore,hard,1784.97
2017,2017-01-30,Lucie Hradecka,singapore,hard,1556.23
2017,2017-01-30,Lucie Safarova,singapore,hard,1663.1
2017,2017-01-30,Anastasija Sevastova,singapore,hard,1648.39
2017,2017-01-30,Shelby Rogers,singapore,hard,1643.78
2017,2017-01-30,Ons Jabeur,singapore,hard,1600.81
2017,2017-01-30,Dalila Jakupovic,singapore,hard,1567.15
2017,2017-01-30,Samantha Stosur,singapore,hard,1683.85
2017,2017-01-30,Caroline Garcia,singapore,hard,1680.37
2017,2017-01-30,Mandy Minella,singapore,hard,1614.27
2017,2017-01-30,Lin Zhu,singapore,hard,1536.15
2017,2017-01-30,Mandy Minella,singapore,hard,1630.06
2017,2017-01-30,Lucie Safarova,singapore,hard,1679.38
2017,2017-01-30,Misaki Doi,singapore,hard,1593.54
2017,2017-01-30,Elina Svitolina,singapore,hard,1794.85
2017,2017-01-30,Ons Jabeur,singapore,hard,1590.93
2017,2017-01-30,Samantha Stosur,singapore,hard,1661.16
2017,2017-01-30,Shuai Peng,singapore,hard,1642.65
2017,2017-01-30,Mandy Minella,singapore,hard,1618.45
2017,2017-01-30,Elina Svitolina,singapore,hard,1806.47
2017,2017-01-30,Lucie Safarova,singapore,hard,1656.39
2017,2017-01-30,Shuai Peng,singapore,hard,1665.64
2017,2017-01-30,Shuai Peng,singapore,hard,1650.87
2017,2017-01-30,Elina Svitolina,singapore,hard,1821.24
2017,2017-01-30,Tena Lukas,st_petersburg,hard,1492.33
2017,2017-01-30,Denisa Allertova,st_petersburg,hard,1515.11
2017,2017-01-30,Silvia Soler-Espinosa,st_petersburg,hard,1483.42
2017,2017-01-30,Elise Mertens,st_petersburg,hard,1564.28
2017,2017-01-30,Isabella Shinikova,st_petersburg,hard,1525.48
2017,2017-01-30,Elitsa Kostova,st_petersburg,hard,1581.2
2017,2017-01-30,Veronika Kudermetova,st_petersburg,hard,1508.16
2017,2017-01-30,Paula Cristina Goncalves,st_petersburg,hard,1552.44
2017,2017-01-30,Gabriela Dabrowski,st_petersburg,hard,1527.91
2017,2017-01-30,Irina Khromacheva,st_petersburg,hard,1509
2017,2017-01-30,Sabina Sharipova,st_petersburg,hard,1557.84
2017,2017-01-30,Patricia Maria Tig,st_petersburg,hard,1512
2017,2017-01-30,Donna Vekic,st_petersburg,hard,1593.3
2017,2017-01-30,Aryna Sabalenka,st_petersburg,hard,1522.22
2017,2017-01-30,Olesya Pervushina,st_petersburg,hard,1491.3
2017,2017-01-30,Tereza Martincova,st_petersburg,hard,1552.3
2017,2017-01-30,Cindy Burger,st_petersburg,hard,1522.49
2017,2017-01-30,Victoria Kamenskaya,st_petersburg,hard,1546.21
2017,2017-01-30,Aliaksandra Sasnovich,st_petersburg,hard,1504.1
2017,2017-01-30,Ekaterina Alexandrova,st_petersburg,hard,1532.62
2017,2017-01-30,Maryna Zanevska,st_petersburg,hard,1528.95
2017,2017-01-30,Michaella Krajicek,st_petersburg,hard,1497.47
2017,2017-01-30,Andrea Petkovic,st_petersburg,hard,1624.15
2017,2017-01-30,Lesley Kerkhove,st_petersburg,hard,1486.73
2017,2017-01-30,Viktoriya Tomova,st_petersburg,hard,1502.03
2017,2017-01-30,Kirsten Flipkens,st_petersburg,hard,1594.34
2017,2017-01-30,Anastasiya Komardina,st_petersburg,hard,1546.26
2017,2017-01-30,Ksenia Lykina,st_petersburg,hard,1508.74
2017,2017-01-30,Valeriya Strakhova,st_petersburg,hard,1500.42
2017,2017-01-30,Stefanie Voegele,st_petersburg,hard,1589.61
2017,2017-01-30,Barbara Haas,st_petersburg,hard,1552.08
2017,2017-01-30,Valeriya Pogrebnyak,st_petersburg,hard,1482.72
2017,2017-01-30,Maryna Zanevska,st_petersburg,hard,1548.09
2017,2017-01-30,Gabriela Dabrowski,st_petersburg,hard,1508.77
2017,2017-01-30,Donna Vekic,st_petersburg,hard,1609.92
2017,2017-01-30,Victoria Kamenskaya,st_petersburg,hard,1529.6
2017,2017-01-30,Elitsa Kostova,st_petersburg,hard,1597.74
2017,2017-01-30,Ekaterina Alexandrova,st_petersburg,hard,1516.09
2017,2017-01-30,Denisa Allertova,st_petersburg,hard,1499.97
2017,2017-01-30,Stefanie Voegele,st_petersburg,hard,1604.76
2017,2017-01-30,Barbara Haas,st_petersburg,hard,1536.81
2017,2017-01-30,Andrea Petkovic,st_petersburg,hard,1639.42
2017,2017-01-30,Sabina Sharipova,st_petersburg,hard,1538
2017,2017-01-30,Anastasiya Komardina,st_petersburg,hard,1566.1
2017,2017-01-30,Kirsten Flipkens,st_petersburg,hard,1611.24
2017,2017-01-30,Paula Cristina Goncalves,st_petersburg,hard,1535.54
2017,2017-01-30,Kirsten Flipkens,st_petersburg,hard,1630.36
2017,2017-01-30,Donna Vekic,st_petersburg,hard,1590.79
2017,2017-01-30,Andrea Petkovic,st_petersburg,hard,1654.63
2017,2017-01-30,Anastasiya Komardina,st_petersburg,hard,1550.89
2017,2017-01-30,Stefanie Voegele,st_petersburg,hard,1623.57
2017,2017-01-30,Elitsa Kostova,st_petersburg,hard,1578.92
2017,2017-01-30,Elise Mertens,st_petersburg,hard,1582.59
2017,2017-01-30,Maryna Zanevska,st_petersburg,hard,1529.78
2017,2017-01-30,Natalia Vikhlyantseva,st_petersburg,hard,1581.74
2017,2017-01-30,Yaroslava Shvedova,st_petersburg,hard,1555.81
2017,2017-01-30,Timea Babos,st_petersburg,hard,1592.32
2017,2017-01-30,Roberta Vinci,st_petersburg,hard,1686.65
2017,2017-01-30,Ana Konjuh,st_petersburg,hard,1640.39
2017,2017-01-30,Monica Niculescu,st_petersburg,hard,1561.89
2017,2017-01-30,Ekaterina Makarova,st_petersburg,hard,1637
2017,2017-01-30,Elena Vesnina,st_petersburg,hard,1727.5
2017,2017-01-30,Annika Beck,st_petersburg,hard,1585.4
2017,2017-01-30,Kiki Bertens,st_petersburg,hard,1620.2
2017,2017-01-30,Johanna Larsson,st_petersburg,hard,1596.97
2017,2017-01-30,Yulia Putintseva,st_petersburg,hard,1654.15
2017,2017-01-30,Alize Cornet,st_petersburg,hard,1535.97
2017,2017-01-30,Kirsten Flipkens,st_petersburg,hard,1604.79
2017,2017-01-30,Irina-Camelia Begu,st_petersburg,hard,1633.98
2017,2017-01-30,Andrea Petkovic,st_petersburg,hard,1673.74
2017,2017-01-30,Daria Kasatkina,st_petersburg,hard,1632.83
2017,2017-01-30,Belinda Bencic,st_petersburg,hard,1600.95
2017,2017-01-30,Donna Vekic,st_petersburg,hard,1615.68
2017,2017-01-30,Jelena Ostapenko,st_petersburg,hard,1672.04
2017,2017-01-30,Anna Kalinskaya,st_petersburg,hard,1508.77
2017,2017-01-30,Daria Gavrilova,st_petersburg,hard,1520.83
2017,2017-01-30,Kristina Mladenovic,st_petersburg,hard,1602.57
2017,2017-01-30,Elise Mertens,st_petersburg,hard,1563.43
