season,date,player,opponent,tournament,surface,tournament_type,won,sets_for,sets_against,elo_pre,elo_post
2015,2015-05-24,Aslan Karatsev,Christian Lindell,roland_garros,clay,grand_slam,0,1,2,1465.22,1432.68
2015,2015-05-24,Norbert Gombos,Hans Podlipnik-Castillo,roland_garros,clay,grand_slam,1,2,0,1564.11,1593.95
2015,2015-05-24,Hans Podlipnik-Castillo,Norbert Gombos,roland_garros,clay,grand_slam,0,0,2,1473.81,1443.98
2015,2015-05-24,Rui Machado,Germain Gigounon,roland_garros,clay,grand_slam,0,0,2,1523.11,1482.36
2015,2015-05-24,Germain Gigounon,Rui Machado,roland_garros,clay,grand_slam,1,2,0,1516.6,1557.35
2015,2015-05-24,Vincent Millot,Ante Pavic,roland_garros,clay,grand_slam,1,2,0,1554.44,1591.51
2015,2015-05-24,Ante Pavic,Vincent Millot,roland_garros,clay,grand_slam,0,0,2,1529,1491.92
2015,2015-05-24,Renzo Olivo,Pierre-Hugues Herbert,roland_garros,clay,grand_slam,0,0,2,1563.16,1521.35
2015,2015-05-24,Pierre-Hugues Herbert,Renzo Olivo,roland_garros,clay,grand_slam,1,2,0,1547.46,1589.26
2015,2015-05-24,Dustin Brown,Taro Daniel,roland_garros,clay,grand_slam,0,1,2,1545.4,1504.03
2015,2015-05-24,Taro Daniel,Dustin Brown,roland_garros,clay,grand_slam,1,2,1,1533.5,1574.87
2015,2015-05-24,Mitchell Krueger,Igor Sijsling,roland_garros,clay,grand_slam,0,1,2,1485.98,1450.83
2015,2015-05-24,Igor Sijsling,Mitchell Krueger,roland_garros,clay,grand_slam,1,2,1,1528.28,1563.43
2015,2015-05-24,Yuki Bhambri,Aleksandr Nedovyesov,roland_garros,clay,grand_slam,1,2,1,1629.68,1659.57
2015,2015-05-24,Aleksandr Nedovyesov,Yuki Bhambri,roland_garros,clay,grand_slam,0,1,2,1539.91,1510.02
2015,2015-05-24,Denis Kudla,Andrea Arnaboldi,roland_garros,clay,grand_slam,0,1,2,1581.56,1541.76
2015,2015-05-24,Andrea Arnaboldi,Denis Kudla,roland_garros,clay,grand_slam,1,2,1,1583.25,1623.05
2015,2015-05-24,Marco Cecchinato,Jordan Thompson,roland_garros,clay,grand_slam,1,2,0,1488.79,1528.22
2015,2015-05-24,Jordan Thompson,Marco Cecchinato,roland_garros,clay,grand_slam,0,0,2,1483.84,1444.41
2015,2015-05-24,Pedro Sousa,Marius Copil,roland_garros,clay,grand_slam,0,1,2,1519.09,1490.85
2015,2015-05-24,Marius Copil,Pedro Sousa,roland_garros,clay,grand_slam,1,2,1,1624.29,1652.54
2015,2015-05-24,Luca Vanni,Adrian Ungur,roland_garros,clay,grand_slam,1,NULL,NULL,1576.05,1612.57
2015,2015-05-24,Adrian Ungur,Luca Vanni,roland_garros,clay,grand_slam,0,NULL,NULL,1545.72,1509.2
2015,2015-05-24,Guillaume Rufin,Thomas Fabbiano,roland_garros,clay,grand_slam,0,0,2,1512.3,1476.9
2015,2015-05-24,Thomas Fabbiano,Guillaume Rufin,roland_garros,clay,grand_slam,1,2,0,1552.47,1587.86
2015,2015-05-24,Niels Desein,Maxime Authom,roland_garros,clay,grand_slam,0,0,2,1446.16,1419.14
2015,2015-05-24,Maxime Authom,Niels Desein,roland_garros,clay,grand_slam,1,2,0,1563.11,1590.13
2015,2015-05-24,Somdev Devvarman,Enzo Couacaud,roland_garros,clay,grand_slam,1,2,1,1533.81,1574.16
2015,2015-05-24,Enzo Couacaud,Somdev Devvarman,roland_garros,clay,grand_slam,0,1,2,1536.84,1496.5
2015,2015-05-24,Facundo Bagnis,Julian Reister,roland_garros,clay,grand_slam,1,2,1,1524.36,1564.74
2015,2015-05-24,Julian Reister,Facundo Bagnis,roland_garros,clay,grand_slam,0,1,2,1527.6,1487.23
2015,2015-05-24,Dennis Novikov,Facundo Arguello,roland_garros,clay,grand_slam,0,1,2,1549.33,1514.18
2015,2015-05-24,Facundo Arguello,Dennis Novikov,roland_garros,clay,grand_slam,1,2,1,1591.65,1626.8
2015,2015-05-24,Gerald Melzer,Kyle Edmund,roland_garros,clay,grand_slam,0,1,2,1614.32,1568.86
2015,2015-05-24,Kyle Edmund,Gerald Melzer,roland_garros,clay,grand_slam,1,2,1,1566.57,1612.03
2015,2015-05-24,James Ward,James McGee,roland_garros,clay,grand_slam,1,2,1,1502.91,1542.9
2015,2015-05-24,James McGee,James Ward,roland_garros,clay,grand_slam,0,1,2,1502.81,1462.82
2015,2015-05-24,Gregoire Barrere,Alexander Kudryavtsev,roland_garros,clay,grand_slam,0,1,2,1511.81,1480.33
2015,2015-05-24,Alexander Kudryavtsev,Gregoire Barrere,roland_garros,clay,grand_slam,1,2,1,1586.97,1618.45
2015,2015-05-24,Juan Ignacio Londero,Evgeny Donskoy,roland_garros,clay,grand_slam,0,0,2,1536.66,1488.91
2015,2015-05-24,Evgeny Donskoy,Juan Ignacio Londero,roland_garros,clay,grand_slam,1,2,0,1468.45,1516.2
2015,2015-05-24,Elias Ymer,Blaz Rola,roland_garros,clay,grand_slam,1,2,0,1629.61,1660.75
2015,2015-05-24,Blaz Rola,Elias Ymer,roland_garros,clay,grand_slam,0,0,2,1551.41,1520.27
2015,2015-05-24,Luke Saville,Guilherme Clezar,roland_garros,clay,grand_slam,0,0,2,1531.9,1493.6
2015,2015-05-24,Guilherme Clezar,Luke Saville,roland_garros,clay,grand_slam,1,2,0,1546.64,1584.95
2015,2015-05-24,Taro Daniel,Marton Fucsovics,roland_garros,clay,grand_slam,1,2,0,1574.87,1615.37
2015,2015-05-24,Marton Fucsovics,Taro Daniel,roland_garros,clay,grand_slam,0,0,2,1579.23,1538.72
2015,2015-05-24,Guido Pella,Gastao Elias,roland_garros,clay,grand_slam,0,1,2,1554.35,1504.83
2015,2015-05-24,Gastao Elias,Guido Pella,roland_garros,clay,grand_slam,1,2,1,1470.05,1519.57
2015,2015-05-24,Facundo Bagnis,Marco Trungelliti,roland_garros,clay,grand_slam,0,0,2,1564.74,1514.18
2015,2015-05-24,Marco Trungelliti,Facundo Bagnis,roland_garros,clay,grand_slam,1,2,0,1470.82,1521.38
2015,2015-05-24,Illya Marchenko,Denys Molchanov,roland_garros,clay,grand_slam,1,2,0,1672.33,1697.48
2015,2015-05-24,Denys Molchanov,Illya Marchenko,roland_garros,clay,grand_slam,0,0,2,1536.92,1511.76
2015,2015-05-24,Andre Ghem,Albert Montanes,roland_garros,clay,grand_slam,1,2,0,1552.54,1598.86
2015,2015-05-24,Albert Montanes,Andre Ghem,roland_garros,clay,grand_slam,0,0,2,1607.94,1561.62
2015,2015-05-24,Somdev Devvarman,Evgeny Donskoy,roland_garros,clay,grand_slam,0,0,2,1574.16,1527.55
2015,2015-05-24,Evgeny Donskoy,Somdev Devvarman,roland_garros,clay,grand_slam,1,2,0,1516.2,1562.82
2015,2015-05-24,Tristan Lamasine,Stephane Robert,roland_garros,clay,grand_slam,0,1,2,1527.58,1490.2
2015,2015-05-24,Stephane Robert,Tristan Lamasine,roland_garros,clay,grand_slam,1,2,1,1550.35,1587.73
2015,2015-05-24,Radu Albot,Calvin Hemery,roland_garros,clay,grand_slam,0,1,2,1573.33,1529.65
2015,2015-05-24,Calvin Hemery,Radu Albot,roland_garros,clay,grand_slam,1,2,1,1541.22,1584.91
2015,2015-05-24,Thiemo de Bakker,Roberto Carballes Baena,roland_garros,clay,grand_slam,0,0,2,1640.33,1595.51
2015,2015-05-24,Roberto Carballes Baena,Thiemo de Bakker,roland_garros,clay,grand_slam,1,2,0,1598.33,1643.14
2015,2015-05-24,Jordi Samper-Montana,Adrian Menendez-Maceiras,roland_garros,clay,grand_slam,0,1,2,1523.78,1489.23
2015,2015-05-24,Adrian Menendez-Maceiras,Jordi Samper-Montana,roland_garros,clay,grand_slam,1,2,1,1571.45,1605.99
2015,2015-05-24,Filippo Volandri,Michael Berrer,roland_garros,clay,grand_slam,0,0,2,1560.13,1531.37
2015,2015-05-24,Michael Berrer,Filippo Volandri,roland_garros,clay,grand_slam,1,2,0,1660.4,1689.17
2015,2015-05-24,Christian Lindell,James Ward,roland_garros,clay,grand_slam,1,2,1,1563.39,1601.03
2015,2015-05-24,James Ward,Christian Lindell,roland_garros,clay,grand_slam,0,1,2,1542.9,1505.26
2015,2015-05-24,Jason Jung,Marco Cecchinato,roland_garros,clay,grand_slam,0,0,2,1531.77,1491.36
2015,2015-05-24,Marco Cecchinato,Jason Jung,roland_garros,clay,grand_slam,1,2,0,1528.22,1568.62
2015,2015-05-24,David Guez,Michal Przysiezny,roland_garros,clay,grand_slam,1,2,0,1549.01,1593.73
2015,2015-05-24,Michal Przysiezny,David Guez,roland_garros,clay,grand_slam,0,0,2,1590.22,1545.5
2015,2015-05-24,Alejandro Falla,Maxime Authom,roland_garros,clay,grand_slam,1,2,1,1671.39,1702.2
2015,2015-05-24,Maxime Authom,Alejandro Falla,roland_garros,clay,grand_slam,0,1,2,1590.13,1559.32
2015,2015-05-24,Ramkumar Ramanathan,Jared Donaldson,roland_garros,clay,grand_slam,0,0,2,1516.03,1478.57
2015,2015-05-24,Jared Donaldson,Ramkumar Ramanathan,roland_garros,clay,grand_slam,1,2,0,1538.09,1575.55
2015,2015-05-24,Pierre-Hugues Herbert,Andrea Arnaboldi,roland_garros,clay,grand_slam,0,NULL,NULL,1589.26,1553.14
2015,2015-05-24,Andrea Arnaboldi,Pierre-Hugues Herbert,roland_garros,clay,grand_slam,1,NULL,NULL,1623.05,1659.18
2015,2015-05-24,Daniel Munoz de la Nava,Jan Hernych,roland_garros,clay,grand_slam,0,1,2,1517.09,1487.89
2015,2015-05-24,Jan Hernych,Daniel Munoz de la Nava,roland_garros,clay,grand_slam,1,2,1,1613.24,1642.45
2015,2015-05-24,Yuki Bhambri,Tim Puetz,roland_garros,clay,grand_slam,0,0,2,1659.57,1616.53
2015,2015-05-24,Tim Puetz,Yuki Bhambri,roland_garros,clay,grand_slam,1,2,0,1633.14,1676.18
2015,2015-05-24,Kyle Edmund,Victor Hanescu,roland_garros,clay,grand_slam,1,2,0,1612.03,1652
2015,2015-05-24,Victor Hanescu,Kyle Edmund,roland_garros,clay,grand_slam,0,0,2,1611.77,1571.8
2015,2015-05-24,Thomas Fabbiano,Luca Vanni,roland_garros,clay,grand_slam,0,1,2,1587.86,1550.7
2015,2015-05-24,Luca Vanni,Thomas Fabbiano,roland_garros,clay,grand_slam,1,2,1,1612.57,1649.73
2015,2015-05-24,Facundo Arguello,Brydan Klein,roland_garros,clay,grand_slam,1,2,0,1626.8,1654.66
2015,2015-05-24,Brydan Klein,Facundo Arguello,roland_garros,clay,grand_slam,0,0,2,1517.9,1490.05
2015,2015-05-24,Germain Gigounon,Alexander Kudryavtsev,roland_garros,clay,grand_slam,1,2,1,1557.35,1604.31
2015,2015-05-24,Alexander Kudryavtsev,Germain Gigounon,roland_garros,clay,grand_slam,0,1,2,1618.45,1571.48
2015,2015-05-24,Bjorn Fratangelo,Nikoloz Basilashvili,roland_garros,clay,grand_slam,0,1,2,1523.71,1487.56
2015,2015-05-24,Nikoloz Basilashvili,Bjorn Fratangelo,roland_garros,clay,grand_slam,1,2,1,1557.33,1593.47
2015,2015-05-24,Vincent Millot,Kimmer Coppejans,roland_garros,clay,grand_slam,0,0,2,1591.51,1544.05
2015,2015-05-24,Kimmer Coppejans,Vincent Millot,roland_garros,clay,grand_slam,1,2,0,1525.97,1573.43
2015,2015-05-24,John-Patrick Smith,Marius Copil,roland_garros,clay,grand_slam,0,0,2,1555.21,1526.13
2015,2015-05-24,Marius Copil,John-Patrick Smith,roland_garros,clay,grand_slam,1,2,0,1652.54,1681.62
2015,2015-05-24,Igor Sijsling,Alexander Zverev,roland_garros,clay,grand_slam,1,2,1,1563.43,1605.7
2015,2015-05-24,Alexander Zverev,Igor Sijsling,roland_garros,clay,grand_slam,0,1,2,1583.13,1540.86
2015,2015-05-24,Norbert Gombos,Yoshihito Nishioka,roland_garros,clay,grand_slam,0,1,2,1593.95,1550.13
2015,2015-05-24,Yoshihito Nishioka,Norbert Gombos,roland_garros,clay,grand_slam,1,2,1,1560.73,1604.54
2015,2015-05-24,Andrey Golubev,Matteo Viola,roland_garros,clay,grand_slam,1,2,0,1515.28,1555.55
2015,2015-05-24,Matteo Viola,Andrey Golubev,roland_garros,clay,grand_slam,0,0,2,1517.64,1477.36
2015,2015-05-24,Matthias Bachinger,Jurgen Zopp,roland_garros,clay,grand_slam,1,2,0,1635.2,1665.75
2015,2015-05-24,Jurgen Zopp,Matthias Bachinger,roland_garros,clay,grand_slam,0,0,2,1551.55,1521
2015,2015-05-24,Andrea Arnaboldi,Marco Trungelliti,roland_garros,clay,grand_slam,1,2,1,1659.18,1684.09
2015,2015-05-24,Marco Trungelliti,Andrea Arnaboldi,roland_garros,clay,grand_slam,0,1,2,1521.38,1496.46
2015,2015-05-24,Illya Marchenko,Evgeny Donskoy,roland_garros,clay,grand_slam,1,2,1,1697.48,1722.71
2015,2015-05-24,Evgeny Donskoy,Illya Marchenko,roland_garros,clay,grand_slam,0,1,2,1562.82,1537.59
2015,2015-05-24,Alejandro Falla,Germain Gigounon,roland_garros,clay,grand_slam,0,0,2,1702.2,1651.22
2015,2015-05-24,Germain Gigounon,Alejandro Falla,roland_garros,clay,grand_slam,1,2,0,1604.31,1655.29
2015,2015-05-24,Matthias Bachinger,Tim Puetz,roland_garros,clay,grand_slam,1,2,0,1665.75,1706.95
2015,2015-05-24,Tim Puetz,Matthias Bachinger,roland_garros,clay,grand_slam,0,0,2,1676.18,1634.98
2015,2015-05-24,Marco Cecchinato,Michael Berrer,roland_garros,clay,grand_slam,0,0,2,1568.62,1541.97
2015,2015-05-24,Michael Berrer,Marco Cecchinato,roland_garros,clay,grand_slam,1,2,0,1689.17,1715.82
2015,2015-05-24,Jared Donaldson,Nikoloz Basilashvili,roland_garros,clay,grand_slam,0,1,2,1575.55,1537.61
2015,2015-05-24,Nikoloz Basilashvili,Jared Donaldson,roland_garros,clay,grand_slam,1,2,1,1593.47,1631.41
2015,2015-05-24,Andrey Golubev,Luca Vanni,roland_garros,clay,grand_slam,0,1,2,1555.55,1526.14
2015,2015-05-24,Luca Vanni,Andrey Golubev,roland_garros,clay,grand_slam,1,2,1,1649.73,1679.14
2015,2015-05-24,Roberto Carballes Baena,Elias Ymer,roland_garros,clay,grand_slam,0,0,2,1643.14,1605.17
2015,2015-05-24,Elias Ymer,Roberto Carballes Baena,roland_garros,clay,grand_slam,1,2,0,1660.75,1698.73
2015,2015-05-24,Facundo Arguello,Gastao Elias,roland_garros,clay,grand_slam,0,0,2,1654.66,1599.84
2015,2015-05-24,Gastao Elias,Facundo Arguello,roland_garros,clay,grand_slam,1,2,0,1519.57,1574.38
2015,2015-05-24,Yoshihito Nishioka,Guilherme Clezar,roland_garros,clay,grand_slam,1,2,0,1604.54,1642.29
2015,2015-05-24,Guilherme Clezar,Yoshihito Nishioka,roland_garros,clay,grand_slam,0,0,2,1584.95,1547.2
2015,2015-05-24,Igor Sijsling,Marius Copil,roland_garros,clay,grand_slam,1,2,0,1605.7,1654.3
2015,2015-05-24,Marius Copil,Igor Sijsling,roland_garros,clay,grand_slam,0,0,2,1681.62,1633.01
2015,2015-05-24,Kyle Edmund,Adrian Menendez-Maceiras,roland_garros,clay,grand_slam,1,2,0,1652,1686.74
2015,2015-05-24,Adrian Menendez-Maceiras,Kyle Edmund,roland_garros,clay,grand_slam,0,0,2,1605.99,1571.26
2015,2015-05-24,Andre Ghem,Stephane Robert,roland_garros,clay,grand_slam,0,1,2,1598.86,1557.58
2015,2015-05-24,Stephane Robert,Andre Ghem,roland_garros,clay,grand_slam,1,2,1,1587.73,1629.01
2015,2015-05-24,Christian Lindell,Jan Hernych,roland_garros,clay,grand_slam,1,2,1,1601.03,1645.78
2015,2015-05-24,Jan Hernych,Christian Lindell,roland_garros,clay,grand_slam,0,1,2,1642.45,1597.7
2015,2015-05-24,David Guez,Taro Daniel,roland_garros,clay,grand_slam,0,1,2,1593.73,1556.22
2015,2015-05-24,Taro Daniel,David Guez,roland_garros,clay,grand_slam,1,2,1,1615.37,1652.88
2015,2015-05-24,Kimmer Coppejans,Calvin Hemery,roland_garros,clay,grand_slam,1,2,1,1573.43,1614.75
2015,2015-05-24,Calvin Hemery,Kimmer Coppejans,roland_garros,clay,grand_slam,0,1,2,1584.91,1543.59
2015,2015-05-24,Fabio Fognini,Tatsuma Ito,roland_garros,clay,grand_slam,1,3,0,1734.75,1748.28
2015,2015-05-24,Tatsuma Ito,Fabio Fognini,roland_garros,clay,grand_slam,0,0,3,1458.17,1444.64
2015,2015-05-24,Jerzy Janowicz,Maxime Hamou,roland_garros,clay,grand_slam,1,3,1,1585.74,1615.48
2015,2015-05-24,Maxime Hamou,Jerzy Janowicz,roland_garros,clay,grand_slam,0,1,3,1494.59,1464.85
2015,2015-05-24,Marin Cilic,Robin Haase,roland_garros,clay,grand_slam,1,3,0,1768.67,1792.86
2015,2015-05-24,Robin Haase,Marin Cilic,roland_garros,clay,grand_slam,0,0,3,1623.47,1599.27
2015,2015-05-24,Dusan Lajovic,Maximo Gonzalez,roland_garros,clay,grand_slam,1,3,0,1563.33,1593.41
2015,2015-05-24,Maximo Gonzalez,Dusan Lajovic,roland_garros,clay,grand_slam,0,0,3,1475.34,1445.26
2015,2015-05-24,Elias Ymer,Lukas Rosol,roland_garros,clay,grand_slam,0,0,3,1698.73,1652.49
2015,2015-05-24,Lukas Rosol,Elias Ymer,roland_garros,clay,grand_slam,1,3,0,1644.14,1690.37
2015,2015-05-24,Jiri Vesely,Leonardo Mayer,roland_garros,clay,grand_slam,0,2,3,1551.93,1520.8
2015,2015-05-24,Leonardo Mayer,Jiri Vesely,roland_garros,clay,grand_slam,1,3,2,1630.21,1661.35
2015,2015-05-24,Simone Bolelli,Steve Darcis,roland_garros,clay,grand_slam,1,3,0,1653.74,1700.75
2015,2015-05-24,Steve Darcis,Simone Bolelli,roland_garros,clay,grand_slam,0,0,3,1715.32,1668.3
2015,2015-05-24,Nikoloz Basilashvili,Thanasi Kokkinakis,roland_garros,clay,grand_slam,0,1,3,1631.41,1594.65
2015,2015-05-24,Thanasi Kokkinakis,Nikoloz Basilashvili,roland_garros,clay,grand_slam,1,3,1,1659.67,1696.42
2015,2015-05-24,Juan Monaco,Federico Delbonis,roland_garros,clay,grand_slam,1,3,2,1750.59,1780.3
2015,2015-05-24,Federico Delbonis,Juan Monaco,roland_garros,clay,grand_slam,0,2,3,1659.16,1629.45
2015,2015-05-24,Illya Marchenko,Carlos Berlocq,roland_garros,clay,grand_slam,0,2,3,1722.71,1661.99
2015,2015-05-24,Carlos Berlocq,Illya Marchenko,roland_garros,clay,grand_slam,1,3,2,1523.49,1584.21
2015,2015-05-24,Martin Klizan,Frances Tiafoe,roland_garros,clay,grand_slam,1,3,0,1648.17,1670.43
2015,2015-05-24,Frances Tiafoe,Martin Klizan,roland_garros,clay,grand_slam,0,0,3,1482.55,1460.29
2015,2015-05-24,Marcel Granollers,Matthias Bachinger,roland_garros,clay,grand_slam,1,3,0,1623.39,1672.83
2015,2015-05-24,Matthias Bachinger,Marcel Granollers,roland_garros,clay,grand_slam,0,0,3,1706.95,1657.51
2015,2015-05-24,Ruben Bemelmans,Benjamin Becker,roland_garros,clay,grand_slam,0,2,3,1633.25,1578.13
2015,2015-05-24,Benjamin Becker,Ruben Bemelmans,roland_garros,clay,grand_slam,1,3,2,1495,1550.13
2015,2015-05-24,Rafael Nadal,Quentin Halys,roland_garros,clay,grand_slam,1,3,0,2037.58,2041.64
2015,2015-05-24,Quentin Halys,Rafael Nadal,roland_garros,clay,grand_slam,0,0,3,1500,1495.94
2015,2015-05-24,Fernando Verdasco,Taro Daniel,roland_garros,clay,grand_slam,1,3,0,1753.2,1781.96
2015,2015-05-24,Taro Daniel,Fernando Verdasco,roland_garros,clay,grand_slam,0,0,3,1652.88,1624.12
2015,2015-05-24,Andrea Arnaboldi,James Duckworth,roland_garros,clay,grand_slam,1,3,2,1684.09,1723.94
2015,2015-05-24,James Duckworth,Andrea Arnaboldi,roland_garros,clay,grand_slam,0,2,3,1682.78,1642.93
2015,2015-05-24,Paul-Henri Mathieu,Kei Nishikori,roland_garros,clay,grand_slam,0,0,3,1540.95,1535.88
2015,2015-05-24,Kei Nishikori,Paul-Henri Mathieu,roland_garros,clay,grand_slam,1,3,0,2027.54,2032.61
2015,2015-05-24,Andy Murray,Facundo Arguello,roland_garros,clay,grand_slam,1,3,0,2205.77,2208.75
2015,2015-05-24,Facundo Arguello,Andy Murray,roland_garros,clay,grand_slam,0,0,3,1599.84,1596.86
2015,2015-05-24,Dominic Thiem,Aljaz Bedene,roland_garros,clay,grand_slam,1,3,1,1704.92,1733.07
2015,2015-05-24,Aljaz Bedene,Dominic Thiem,roland_garros,clay,grand_slam,0,1,3,1598.77,1570.63
2015,2015-05-24,Victor Estrella Burgos,Pablo Carreno Busta,roland_garros,clay,grand_slam,0,0,3,1637.46,1580.91
2015,2015-05-24,Pablo Carreno Busta,Victor Estrella Burgos,roland_garros,clay,grand_slam,1,3,0,1484.51,1541.06
2015,2015-05-24,Tomas Berdych,Yoshihito Nishioka,roland_garros,clay,grand_slam,1,3,0,2077.32,2083.63
2015,2015-05-24,Yoshihito Nishioka,Tomas Berdych,roland_garros,clay,grand_slam,0,0,3,1642.29,1635.98
2015,2015-05-24,Malek Jaziri,Andrey Kuznetsov,roland_garros,clay,grand_slam,0,0,3,1483.33,1459.31
2015,2015-05-24,Andrey Kuznetsov,Malek Jaziri,roland_garros,clay,grand_slam,1,3,0,1630.3,1654.32
2015,2015-05-24,Bernard Tomic,Luca Vanni,roland_garros,clay,grand_slam,1,3,1,1698.1,1735.92
2015,2015-05-24,Luca Vanni,Bernard Tomic,roland_garros,clay,grand_slam,0,1,3,1679.14,1641.32
2015,2015-05-24,Jarkko Nieminen,Novak Djokovic,roland_garros,clay,grand_slam,0,0,3,1554.32,1553.99
2015,2015-05-24,Novak Djokovic,Jarkko Nieminen,roland_garros,clay,grand_slam,1,3,0,2590.47,2590.8
2015,2015-05-24,Damir Dzumhur,Mikhail Youzhny,roland_garros,clay,grand_slam,1,2,0,1608.55,1638.67
2015,2015-05-24,Mikhail Youzhny,Damir Dzumhur,roland_garros,clay,grand_slam,0,0,2,1520.92,1490.8
2015,2015-05-24,Alejandro Falla,Roger Federer,roland_garros,clay,grand_slam,0,0,3,1651.22,1647.68
2015,2015-05-24,Roger Federer,Alejandro Falla,roland_garros,clay,grand_slam,1,3,0,2219.84,2223.38
2015,2015-05-24,Ivan Dodig,Radek Stepanek,roland_garros,clay,grand_slam,0,1,3,1581.92,1544.78
2015,2015-05-24,Radek Stepanek,Ivan Dodig,roland_garros,clay,grand_slam,1,3,1,1606.82,1643.96
2015,2015-05-24,Jurgen Melzer,Adrian Mannarino,roland_garros,clay,grand_slam,1,3,0,1584.38,1632.11
2015,2015-05-24,Adrian Mannarino,Jurgen Melzer,roland_garros,clay,grand_slam,0,0,3,1652.39,1604.66
2015,2015-05-24,Roberto Bautista Agut,Florian Mayer,roland_garros,clay,grand_slam,1,3,0,1743.82,1761.36
2015,2015-05-24,Florian Mayer,Roberto Bautista Agut,roland_garros,clay,grand_slam,0,0,3,1523.18,1505.64
2015,2015-05-24,Sam Groth,Pablo Cuevas,roland_garros,clay,grand_slam,0,1,3,1543.26,1513.09
2015,2015-05-24,Pablo Cuevas,Sam Groth,roland_garros,clay,grand_slam,1,3,1,1630.48,1660.64
2015,2015-05-24,Tim Smyczek,Kevin Anderson,roland_garros,clay,grand_slam,0,0,3,1613.66,1590.59
2015,2015-05-24,Kevin Anderson,Tim Smyczek,roland_garros,clay,grand_slam,1,3,0,1770.5,1793.58
2015,2015-05-24,Donald Young,Santiago Giraldo,roland_garros,clay,grand_slam,0,0,3,1669.93,1623.29
2015,2015-05-24,Santiago Giraldo,Donald Young,roland_garros,clay,grand_slam,1,3,0,1611.73,1658.37
2015,2015-05-24,Yen-Hsun Lu,Blaz Kavcic,roland_garros,clay,grand_slam,1,3,1,1559.96,1597.89
2015,2015-05-24,Blaz Kavcic,Yen-Hsun Lu,roland_garros,clay,grand_slam,0,1,3,1541.96,1504.03
2015,2015-05-24,Filip Krajinovic,David Goffin,roland_garros,clay,grand_slam,0,1,3,1608.17,1580.94
2015,2015-05-24,David Goffin,Filip Krajinovic,roland_garros,clay,grand_slam,1,3,1,1723.1,1750.33
2015,2015-05-24,Kimmer Coppejans,Nicolas Mahut,roland_garros,clay,grand_slam,0,0,3,1614.75,1565.44
2015,2015-05-24,Nicolas Mahut,Kimmer Coppejans,roland_garros,clay,grand_slam,1,3,0,1532.39,1581.7
2015,2015-05-24,Vasek Pospisil,Joao Sousa,roland_garros,clay,grand_slam,0,0,3,1588.85,1556.11
2015,2015-05-24,Joao Sousa,Vasek Pospisil,roland_garros,clay,grand_slam,1,3,0,1652.56,1685.31
2015,2015-05-24,Gilles Muller,Paolo Lorenzi,roland_garros,clay,grand_slam,1,3,2,1636.45,1659.05
2015,2015-05-24,Paolo Lorenzi,Gilles Muller,roland_garros,clay,grand_slam,0,2,3,1474.56,1451.95
2015,2015-05-24,David Ferrer,Lukas Lacko,roland_garros,clay,grand_slam,1,3,0,1988.23,1994.18
2015,2015-05-24,Lukas Lacko,David Ferrer,roland_garros,clay,grand_slam,0,0,3,1539.26,1533.31
2015,2015-05-24,Thomaz Bellucci,Marinko Matosevic,roland_garros,clay,grand_slam,1,3,0,1820.31,1830.81
2015,2015-05-24,Marinko Matosevic,Thomaz Bellucci,roland_garros,clay,grand_slam,0,0,3,1492,1481.5
2015,2015-05-24,Michael Berrer,Jeremy Chardy,roland_garros,clay,grand_slam,0,1,3,1715.82,1668.49
2015,2015-05-24,Jeremy Chardy,Michael Berrer,roland_garros,clay,grand_slam,1,3,1,1651.44,1698.77
2015,2015-05-24,Benoit Paire,Gastao Elias,roland_garros,clay,grand_slam,1,3,2,1604.25,1640.82
2015,2015-05-24,Gastao Elias,Benoit Paire,roland_garros,clay,grand_slam,0,2,3,1574.38,1537.81
2015,2015-05-24,Guillermo Garcia-Lopez,Steve Johnson,roland_garros,clay,grand_slam,0,2,3,1706.22,1660.73
2015,2015-05-24,Steve Johnson,Guillermo Garcia-Lopez,roland_garros,clay,grand_slam,1,3,2,1658.21,1703.7
2015,2015-05-24,Viktor Troicki,Jan-Lennard Struff,roland_garros,clay,grand_slam,1,3,1,1701.5,1717.57
2015,2015-05-24,Jan-Lennard Struff,Viktor Troicki,roland_garros,clay,grand_slam,0,1,3,1461.59,1445.53
2015,2015-05-24,Joao Souza,Daniel Gimeno-Traver,roland_garros,clay,grand_slam,0,0,3,1429.89,1407.67
2015,2015-05-24,Daniel Gimeno-Traver,Joao Souza,roland_garros,clay,grand_slam,1,3,0,1595.88,1618.1
2015,2015-05-24,Albert Ramos-Vinolas,Pablo Andujar,roland_garros,clay,grand_slam,0,0,3,1670.43,1624.97
2015,2015-05-24,Pablo Andujar,Albert Ramos-Vinolas,roland_garros,clay,grand_slam,1,3,0,1622.69,1668.15
2015,2015-05-24,Stan Wawrinka,Marsel Ilhan,roland_garros,clay,grand_slam,1,3,0,1931.83,1947.7
2015,2015-05-24,Marsel Ilhan,Stan Wawrinka,roland_garros,clay,grand_slam,0,0,3,1689.3,1673.43
2015,2015-05-24,Alexandr Dolgopolov,Nicolas Almagro,roland_garros,clay,grand_slam,0,1,3,1747.9,1697.94
2015,2015-05-24,Nicolas Almagro,Alexandr Dolgopolov,roland_garros,clay,grand_slam,1,3,1,1659.5,1709.46
2015,2015-05-24,Dudi Sela,Mikhail Kukushkin,roland_garros,clay,grand_slam,1,3,0,1566.45,1598.2
