y,d,e,r,s,h,a,w,hs,as,tt
2022,20220512,135,2,0,393113,973113,2,0,2,4
2022,20220513,91,5,0,416641,729721,2,0,2,4
2022,20220513,135,5,0,362890,288191,2,0,2,4
2022,20220513,135,5,0,973113,692146,2,1,2,4
2022,20220513,91,2,0,819607,909013,2,1,2,4
2022,20220513,91,5,0,252693,557676,2,0,2,4
2022,20220513,135,5,0,323630,737156,2,0,2,4
2022,20220513,91,5,0,743463,610520,2,0,2,4
2022,20220513,91,5,0,909013,425404,1,2,0,4
2022,20220513,135,5,0,945870,975382,1,2,1,4
2022,20220514,91,6,0,610520,729721,2,0,2,4
2022,20220514,135,6,0,692146,288191,1,2,1,4
2022,20220514,91,6,0,909013,557676,2,0,1,4
2022,20220514,135,6,0,945870,737156,2,1,2,4
2022,20220515,91,3,0,557676,729721,2,0,2,4
2022,20220515,135,3,0,737156,692146,1,2,0,4
2022,20220530,107,4,0,520136,950909,2,0,2,4
2022,20220531,106,1,0,557676,651611,2,1,2,4
2022,20220531,106,1,0,896973,187314,2,0,1,4
2022,20220531,106,1,0,346262,235941,1,2,0,4
2022,20220531,106,1,0,825397,897792,2,1,2,4
2022,20220531,106,1,0,534672,529952,1,1,0,4
2022,20220531,106,1,0,814503,537908,2,0,2,4
2022,20220601,106,1,0,272544,203674,1,2,0,4
2022,20220601,106,1,0,362890,121013,2,0,2,4
2022,20220601,106,1,0,923407,392154,1,2,0,4
2022,20220601,106,1,0,710939,289001,2,1,2,4
2022,20220601,106,1,0,323630,334651,1,2,0,4
2022,20220601,106,1,0,243915,152800,1,2,1,4
2022,20220601,106,1,0,950909,869181,2,0,2,4
2022,20220601,106,1,0,605419,115828,1,2,0,4
2022,20220601,106,1,0,674631,403135,1,2,0,4
2022,20220601,106,1,0,651454,778958,1,2,1,4
2022,20220602,106,2,0,323630,923407,2,0,2,4
2022,20220602,106,2,0,272544,289001,2,1,2,4
2022,20220602,106,2,0,121013,346262,1,2,0,4
2022,20220602,106,2,0,187314,897792,1,2,0,4
2022,20220602,106,2,0,534672,674631,1,2,1,4
2022,20220602,106,2,0,869181,243915,2,1,2,4
2022,20220602,106,2,0,651454,537908,2,0,2,4
2022,20220602,106,2,0,605419,651611,1,2,1,4
2022,20220603,106,5,0,923407,537908,2,0,2,4
2022,20220603,106,5,0,121013,289001,1,2,0,4
2022,20220603,106,5,0,187314,605419,1,2,0,4
2022,20220603,106,5,0,534672,243915,1,2,0,4
2022,20220604,185,4,0,423847,529319,2,0,2,4
2022,20220604,106,6,0,537908,121013,2,0,2,4
2022,20220604,185,4,0,364743,200984,1,2,0,4
2022,20220604,185,4,0,520136,275150,2,,,4
2022,20220604,106,6,0,187314,534672,2,0,2,4
2022,20220605,185,4,0,117359,529319,1,2,1,4
2022,20220605,185,4,0,350354,364743,1,2,0,4
2022,20220605,185,4,0,973113,275150,2,1,2,4
2022,20220605,106,3,0,121013,534672,2,0,2,4
2022,20220606,184,1,0,288191,674631,2,0,2,4
2022,20220606,184,1,0,825397,651611,2,1,2,4
2022,20220606,184,1,0,203674,346262,2,0,2,4
2022,20220606,184,1,0,601584,117359,1,1,0,4
2022,20220606,184,1,0,254032,745434,1,2,1,4
2022,20220606,184,1,0,149280,679599,1,2,0,4
2022,20220607,184,1,0,809492,655613,1,2,0,4
2022,20220607,184,1,0,671871,896973,2,0,2,4
2022,20220607,184,1,0,897792,441079,1,2,0,4
2022,20220607,184,1,0,115828,425404,1,2,0,4
2022,20220607,184,1,0,313970,342785,2,0,2,4
2022,20220607,184,1,0,988957,323630,2,0,2,4
2022,20220607,184,1,0,457861,973113,1,2,1,4
2022,20220607,184,1,0,710939,923407,1,2,0,4
2022,20220607,184,1,0,413598,350354,2,1,2,4
2022,20220607,184,1,0,275150,519047,1,2,0,4
2022,20220608,184,2,0,346262,651611,1,2,1,4
2022,20220608,184,2,0,601584,254032,2,1,2,4
2022,20220608,184,2,0,674631,149280,1,2,1,4
2022,20220608,184,2,0,897792,323630,1,2,1,4
2022,20220609,184,2,0,896973,342785,2,0,2,4
2022,20220609,184,2,0,809492,710939,1,2,1,4
2022,20220609,184,2,0,275150,115828,2,1,2,4
2022,20220609,184,2,0,457861,350354,1,2,1,4
2022,20220610,184,5,0,254032,342785,1,2,1,4
2022,20220610,184,5,0,674631,897792,1,2,1,4
2022,20220610,184,5,0,809492,115828,1,2,0,4
2022,20220610,184,5,0,457861,346262,1,2,0,4
2022,20220611,184,6,0,254032,674631,2,0,2,4
2022,20220611,184,6,0,457861,809492,2,1,2,4
2022,20220612,184,3,0,809492,674631,1,2,1,4
2022,20220613,65,1,1,780083,944663,1,2,0,4
2022,20220613,65,1,1,152800,704367,1,2,0,4
2022,20220613,65,1,1,334255,288191,2,0,2,4
2022,20220613,65,1,1,670831,576540,1,2,1,4
2022,20220613,65,1,1,431443,141528,2,0,2,4
2022,20220613,65,1,1,759920,272544,1,2,0,4
2022,20220614,65,1,1,441079,653254,1,2,1,4
2022,20220614,65,1,1,113910,913730,2,1,2,4
2022,20220614,65,1,1,671871,613068,1,2,0,4
2022,20220614,65,1,1,365710,825826,1,2,0,4
2022,20220614,65,1,1,126226,342785,2,1,2,4
2022,20220614,65,1,1,819607,446947,1,2,0,4
2022,20220614,65,1,1,165732,647835,2,1,2,4
2022,20220614,65,1,1,149280,737156,2,1,2,4
2022,20220614,65,1,1,920975,474466,2,0,2,4
2022,20220614,65,1,1,460146,455355,2,0,2,4
2022,20220615,65,2,1,288191,342785,1,2,0,4
2022,20220615,65,2,1,152800,141528,2,1,2,4
2022,20220615,65,2,1,670831,780083,2,0,2,4
2022,20220615,65,2,1,819607,759920,1,2,0,4
2022,20220616,65,2,1,913730,737156,1,2,1,4
2022,20220616,65,2,1,671871,365710,1,2,1,4
2022,20220616,65,2,1,455355,474466,1,2,1,4
2022,20220616,65,2,1,647835,441079,2,0,2,4
2022,20220617,65,5,1,819607,780083,1,2,0,4
2022,20220617,65,5,1,141528,288191,1,2,1,4
2022,20220617,65,5,1,671871,913730,1,2,1,4
2022,20220617,65,5,1,455355,441079,2,0,2,4
2022,20220618,65,6,1,819607,141528,1,2,0,4
2022,20220618,65,6,1,671871,441079,2,0,2,4
2022,20220619,65,3,1,819607,441079,1,2,0,4
2022,20220703,54,4,0,303568,877208,1,2,0,4
2022,20220703,54,4,0,728537,349378,2,0,1,4
2022,20220703,54,4,0,253469,810285,1,2,0,4
2022,20220703,54,4,0,604556,538390,1,2,0,4
2022,20220704,53,1,0,780083,253469,2,0,2,4
2022,20220704,16,1,0,289001,191141,2,0,2,4
2022,20220704,16,1,0,418746,149280,2,1,2,4
2022,20220704,16,1,0,142829,568609,1,2,0,4
2022,20220704,16,1,0,331161,857101,1,2,0,4
2022,20220704,16,1,0,796484,712759,1,2,0,4
2022,20220704,53,1,0,967200,397015,2,0,2,4
2022,20220704,53,1,0,776122,604556,2,0,2,4
2022,20220704,16,1,0,470739,272544,2,0,2,4
2022,20220704,53,1,0,973113,421894,1,2,1,4
2022,20220704,16,1,0,435936,537908,2,0,2,4
2022,20220704,53,1,0,349378,921185,1,2,1,4
2022,20220704,53,1,0,610520,328017,1,2,0,4
2022,20220705,16,1,0,121013,824052,2,0,2,4
2022,20220705,16,1,0,988957,826836,2,1,2,4
2022,20220705,16,1,0,908654,416641,2,0,2,4
2022,20220705,16,1,0,759919,344636,2,0,2,4
2022,20220705,53,1,0,480371,957435,1,2,0,4
2022,20220705,53,1,0,342785,319163,1,2,0,4
2022,20220705,53,1,0,825397,441079,2,0,2,4
2022,20220705,16,1,0,703969,350354,2,0,2,4
2022,20220705,53,1,0,923407,323630,1,2,0,4
2022,20220705,16,1,0,532132,803486,2,0,2,4
2022,20220705,16,1,0,254901,254032,2,1,2,4
2022,20220705,53,1,0,711882,811222,2,0,2,4
2022,20220705,53,1,0,826019,425404,2,1,2,4
2022,20220705,53,1,0,324333,557676,1,2,1,4
2022,20220705,53,1,0,934936,126226,2,0,2,4
2022,20220705,16,1,0,199497,152735,2,0,2,4
2022,20220705,53,1,0,655613,673787,2,1,2,4
2022,20220705,16,1,0,897792,657049,1,2,0,4
2022,20220705,53,1,0,303568,192862,1,2,0,4
2022,20220706,53,2,0,253469,604556,2,0,2,4
2022,20220706,16,2,0,826836,416641,2,0,2,4
2022,20220706,16,2,0,272544,537908,2,0,2,4
2022,20220706,16,2,0,191141,796484,1,2,0,4
2022,20220706,16,2,0,803486,824052,2,0,2,4
2022,20220706,16,2,0,331161,350354,1,2,0,4
2022,20220706,16,2,0,344636,152735,2,1,2,4
2022,20220706,53,2,0,441079,923407,1,2,1,4
2022,20220706,53,2,0,610520,349378,1,2,0,4
2022,20220706,16,2,0,254032,149280,2,0,2,4
2022,20220706,16,2,0,897792,142829,1,2,1,4
2022,20220706,53,2,0,397015,973113,1,2,0,4
2022,20220707,16,5,0,191141,416641,1,2,0,4
2022,20220707,53,2,0,324333,126226,1,2,0,4
