date,tournament,surface,round,winner_name,loser_name,score,best_of,sackmann_source_ref,sackmann_tourney_id,sackmann_match_num,sackmann_tourney_level,provider
2012-12-31,Auckland,Hard,R32,Agnieszka Radwanska,Greta Arn,6-2 6-2,3,2013-1049-1,2013-1049,1,I,sackmann-local
2012-12-31,Auckland,Hard,R32,Elena Vesnina,Eugenie Bouchard,7-5 6-3,3,2013-1049-10,2013-1049,10,I,sackmann-local
2012-12-31,Auckland,Hard,R32,Yaroslava Shvedova,Lara Arruabarrena,6-3 6-2,3,2013-1049-11,2013-1049,11,I,sackmann-local
2012-12-31,Auckland,Hard,R32,Jamie Hampton,Jie Zheng,7-5 6-1,3,2013-1049-12,2013-1049,12,I,sackmann-local
2012-12-31,Auckland,Hard,R32,Marina Erakovic,Stephanie Dubois,6-2 6-1,3,2013-1049-13,2013-1049,13,I,sackmann-local
2012-12-31,Auckland,Hard,R32,Kiki Bertens,Svetlana Kuznetsova,6-7(5) 6-2 7-5,3,2013-1049-14,2013-1049,14,I,sackmann-local
2012-12-31,Auckland,Hard,R32,Heather Watson,Sorana Cirstea,6-3 0-0 RET,3,2013-1049-15,2013-1049,15,I,sackmann-local
2012-12-31,Auckland,Hard,R32,Pauline Parmentier,Christina Mchale,6-4 6-1,3,2013-1049-16,2013-1049,16,I,sackmann-local
2012-12-31,Auckland,Hard,R16,Agnieszka Radwanska,Simona Halep,6-3 6-1,3,2013-1049-17,2013-1049,17,I,sackmann-local
2012-12-31,Auckland,Hard,R16,Elena Vesnina,Yaroslava Shvedova,6-2 6-3,3,2013-1049-18,2013-1049,18,I,sackmann-local
2012-12-31,Auckland,Hard,R16,Jamie Hampton,Marina Erakovic,6-1 7-6(5),3,2013-1049-19,2013-1049,19,I,sackmann-local
2012-12-31,Auckland,Hard,R32,Kirsten Flipkens,Galina Voskoboeva,6-1 6-7(2) 7-5,3,2013-1049-2,2013-1049,2,I,sackmann-local
2012-12-31,Auckland,Hard,R16,Kiki Bertens,Heather Watson,6-4 3-6 6-3,3,2013-1049-20,2013-1049,20,I,sackmann-local
2012-12-31,Auckland,Hard,R16,Kirsten Flipkens,Pauline Parmentier,6-2 6-2,3,2013-1049-21,2013-1049,21,I,sackmann-local
2012-12-31,Auckland,Hard,R16,Yanina Wickmayer,Romina Oprandi,6-3 6-0,3,2013-1049-22,2013-1049,22,I,sackmann-local
2012-12-31,Auckland,Hard,R16,Mona Barthel,Eleni Daniilidou,7-6(6) 6-2,3,2013-1049-23,2013-1049,23,I,sackmann-local
2012-12-31,Auckland,Hard,R16,Johanna Larsson,Julia Goerges,7-5 6-7(1) 6-3,3,2013-1049-24,2013-1049,24,I,sackmann-local
2012-12-31,Auckland,Hard,QF,Agnieszka Radwanska,Elena Vesnina,6-3 6-3,3,2013-1049-25,2013-1049,25,I,sackmann-local
2012-12-31,Auckland,Hard,QF,Jamie Hampton,Kiki Bertens,6-1 6-7(5) 6-2,3,2013-1049-26,2013-1049,26,I,sackmann-local
2012-12-31,Auckland,Hard,QF,Yanina Wickmayer,Kirsten Flipkens,6-3 6-4,3,2013-1049-27,2013-1049,27,I,sackmann-local
2012-12-31,Auckland,Hard,QF,Mona Barthel,Johanna Larsson,6-2 6-1,3,2013-1049-28,2013-1049,28,I,sackmann-local
2012-12-31,Auckland,Hard,SF,Agnieszka Radwanska,Jamie Hampton,7-6(4) 7-6(3),3,2013-1049-29,2013-1049,29,I,sackmann-local
2012-12-31,Auckland,Hard,R32,Romina Oprandi,Nudnida Luangnam,6-0 6-2,3,2013-1049-3,2013-1049,3,I,sackmann-local
2012-12-31,Auckland,Hard,SF,Yanina Wickmayer,Mona Barthel,6-4 1-6 7-6(3),3,2013-1049-30,2013-1049,30,I,sackmann-local
2012-12-31,Auckland,Hard,F,Agnieszka Radwanska,Yanina Wickmayer,6-4 6-4,3,2013-1049-31,2013-1049,31,I,sackmann-local
2012-12-31,Auckland,Hard,R32,Yanina Wickmayer,Magdalena Rybarikova,7-6(3) 6-2,3,2013-1049-4,2013-1049,4,I,sackmann-local
2012-12-31,Auckland,Hard,R32,Mona Barthel,Grace Min,6-1 6-3,3,2013-1049-5,2013-1049,5,I,sackmann-local
2012-12-31,Auckland,Hard,R32,Eleni Daniilidou,Coco Vandeweghe,1-6 7-6(5) 6-4,3,2013-1049-6,2013-1049,6,I,sackmann-local
2012-12-31,Auckland,Hard,R32,Johanna Larsson,Misaki Doi,4-6 6-3 6-2,3,2013-1049-7,2013-1049,7,I,sackmann-local
2012-12-31,Auckland,Hard,R32,Julia Goerges,Anastasija Sevastova,6-3 6-4,3,2013-1049-8,2013-1049,8,I,sackmann-local
2012-12-31,Auckland,Hard,R32,Simona Halep,Arantxa Rus,4-6 6-3 6-1,3,2013-1049-9,2013-1049,9,I,sackmann-local
2012-12-31,Shenzhen,Hard,R32,Na Li,Mandy Minella,6-4 6-0,3,2013-1063-1,2013-1063,1,I,sackmann-local
2012-12-31,Shenzhen,Hard,R32,Ying Ying Duan,Kimiko Date Krumm,7-6(5) 7-5,3,2013-1063-10,2013-1063,10,I,sackmann-local
2012-12-31,Shenzhen,Hard,R32,Bojana Jovanovski,Alexandra Cadantu Ignatik,6-3 6-1,3,2013-1063-11,2013-1063,11,I,sackmann-local
2012-12-31,Shenzhen,Hard,R32,Su Wei Hsieh,Melinda Czink,6-3 6-2,3,2013-1063-12,2013-1063,12,I,sackmann-local
2012-12-31,Shenzhen,Hard,R32,Annika Beck,Garbine Muguruza,6-2 6-7(7) 6-4,3,2013-1063-13,2013-1063,13,I,sackmann-local
2012-12-31,Shenzhen,Hard,R32,Ayumi Morita,Yung Jan Chan,6-4 6-4,3,2013-1063-14,2013-1063,14,I,sackmann-local
2012-12-31,Shenzhen,Hard,R32,Shuai Peng,Anne Keothavong,6-4 6-0,3,2013-1063-15,2013-1063,15,I,sackmann-local
2012-12-31,Shenzhen,Hard,R32,Laura Robson,Edina Gallovits Hall,6-2 6-1,3,2013-1063-16,2013-1063,16,I,sackmann-local
2012-12-31,Shenzhen,Hard,R16,Na Li,Julia Cohen,6-3 6-4,3,2013-1063-17,2013-1063,17,I,sackmann-local
2012-12-31,Shenzhen,Hard,R16,Bojana Jovanovski,Ying Ying Duan,6-3 6-1,3,2013-1063-18,2013-1063,18,I,sackmann-local
2012-12-31,Shenzhen,Hard,R16,Annika Beck,Su Wei Hsieh,6-3 6-0,3,2013-1063-19,2013-1063,19,I,sackmann-local
2012-12-31,Shenzhen,Hard,R32,Monica Niculescu,Saisai Zheng,6-4 7-5,3,2013-1063-2,2013-1063,2,I,sackmann-local
2012-12-31,Shenzhen,Hard,R16,Shuai Peng,Ayumi Morita,6-1 6-1,3,2013-1063-20,2013-1063,20,I,sackmann-local
2012-12-31,Shenzhen,Hard,R16,Monica Niculescu,Laura Robson,6-2 6-3,3,2013-1063-21,2013-1063,21,I,sackmann-local
2012-12-31,Shenzhen,Hard,R16,Yi Miao Zhou,Kai Chen Chang,4-6 6-2 7-6(3),3,2013-1063-22,2013-1063,22,I,sackmann-local
2012-12-31,Shenzhen,Hard,R16,Klara Koukalova,Elina Svitolina,6-4 6-3,3,2013-1063-23,2013-1063,23,I,sackmann-local
2012-12-31,Shenzhen,Hard,R16,Marion Bartoli,Stefanie Voegele,7-5 6-4,3,2013-1063-24,2013-1063,24,I,sackmann-local
2012-12-31,Shenzhen,Hard,QF,Na Li,Bojana Jovanovski,6-3 6-3,3,2013-1063-25,2013-1063,25,I,sackmann-local
2012-12-31,Shenzhen,Hard,QF,Shuai Peng,Annika Beck,2-6 7-5 6-2,3,2013-1063-26,2013-1063,26,I,sackmann-local
2012-12-31,Shenzhen,Hard,QF,Monica Niculescu,Yi Miao Zhou,6-4 6-2,3,2013-1063-27,2013-1063,27,I,sackmann-local
2012-12-31,Shenzhen,Hard,QF,Klara Koukalova,Marion Bartoli,6-3 6-2,3,2013-1063-28,2013-1063,28,I,sackmann-local
2012-12-31,Shenzhen,Hard,SF,Na Li,Shuai Peng,6-4 6-0,3,2013-1063-29,2013-1063,29,I,sackmann-local
2012-12-31,Shenzhen,Hard,R32,Kai Chen Chang,Silvia Soler Espinosa,4-6 6-1 6-3,3,2013-1063-3,2013-1063,3,I,sackmann-local
2012-12-31,Shenzhen,Hard,SF,Klara Koukalova,Monica Niculescu,6-1 6-3,3,2013-1063-30,2013-1063,30,I,sackmann-local
2012-12-31,Shenzhen,Hard,F,Na Li,Klara Koukalova,6-3 1-6 7-5,3,2013-1063-31,2013-1063,31,I,sackmann-local
2012-12-31,Shenzhen,Hard,R32,Yi Miao Zhou,Jessica Pegula,6-4 6-2,3,2013-1063-4,2013-1063,4,I,sackmann-local
2012-12-31,Shenzhen,Hard,R32,Klara Koukalova,Andrea Hlavackova,6-1 6-1,3,2013-1063-5,2013-1063,5,I,sackmann-local
2012-12-31,Shenzhen,Hard,R32,Elina Svitolina,Shahar Peer,6-1 6-3,3,2013-1063-6,2013-1063,6,I,sackmann-local
2012-12-31,Shenzhen,Hard,R32,Stefanie Voegele,Timea Babos,6-4 7-5,3,2013-1063-7,2013-1063,7,I,sackmann-local
2012-12-31,Shenzhen,Hard,R32,Marion Bartoli,Wing Yau Venise Chan,6-1 6-0,3,2013-1063-8,2013-1063,8,I,sackmann-local
2012-12-31,Shenzhen,Hard,R32,Julia Cohen,Nina Bratchikova,0-6 7-6(7) 7-5,3,2013-1063-9,2013-1063,9,I,sackmann-local
2012-12-31,Brisbane,Hard,R32,Sabine Lisicki,Lucie Safarova,6-2 6-4,3,2013-800-1,2013-800,1,P,sackmann-local
2012-12-31,Brisbane,Hard,R32,Alize Cornet,Bojana Bobusic,2-6 6-3 6-1,3,2013-800-10,2013-800,10,P,sackmann-local
2012-12-31,Brisbane,Hard,R32,Sloane Stephens,Dominika Cibulkova,6-2 6-3,3,2013-800-11,2013-800,11,P,sackmann-local
2012-12-31,Brisbane,Hard,R32,Sofia Arvidsson,Samantha Stosur,7-6(4) 7-5,3,2013-800-12,2013-800,12,P,sackmann-local
2012-12-31,Brisbane,Hard,R32,Petra Kvitova,Carla Suarez Navarro,6-3 6-4,3,2013-800-13,2013-800,13,P,sackmann-local
2012-12-31,Brisbane,Hard,R32,Anastasia Pavlyuchenkova,Lucie Hradecka,6-3 3-6 6-3,3,2013-800-14,2013-800,14,P,sackmann-local
2012-12-31,Brisbane,Hard,R16,Victoria Azarenka,Sabine Lisicki,6-3 6-3,3,2013-800-15,2013-800,15,P,sackmann-local
2012-12-31,Brisbane,Hard,R16,Ksenia Pervak,Urszula Radwanska,3-6 6-2 7-6(6),3,2013-800-16,2013-800,16,P,sackmann-local
2012-12-31,Brisbane,Hard,R16,Serena Williams,Alize Cornet,6-2 6-2,3,2013-800-17,2013-800,17,P,sackmann-local
2012-12-31,Brisbane,Hard,R16,Sloane Stephens,Sofia Arvidsson,6-3 6-4,3,2013-800-18,2013-800,18,P,sackmann-local
2012-12-31,Brisbane,Hard,R16,Anastasia Pavlyuchenkova,Petra Kvitova,6-4 7-5,3,2013-800-19,2013-800,19,P,sackmann-local
2012-12-31,Brisbane,Hard,R32,Monica Puig,Olivia Rogowska,6-2 6-3,3,2013-800-2,2013-800,2,P,sackmann-local
2012-12-31,Brisbane,Hard,R16,Angelique Kerber,Monica Puig,3-6 6-4 7-6(7),3,2013-800-20,2013-800,20,P,sackmann-local
2012-12-31,Brisbane,Hard,R16,Daniela Hantuchova,Sara Errani,4-6 6-1 7-5,3,2013-800-21,2013-800,21,P,sackmann-local
2012-12-31,Brisbane,Hard,R16,Lesia Tsurenko,Jarmila Gajdosova,1-6 6-1 6-4,3,2013-800-22,2013-800,22,P,sackmann-local
2012-12-31,Brisbane,Hard,QF,Victoria Azarenka,Ksenia Pervak,6-1 6-0,3,2013-800-23,2013-800,23,P,sackmann-local
2012-12-31,Brisbane,Hard,QF,Serena Williams,Sloane Stephens,6-4 6-3,3,2013-800-24,2013-800,24,P,sackmann-local
2012-12-31,Brisbane,Hard,QF,Anastasia Pavlyuchenkova,Angelique Kerber,7-6(3) 7-6(3),3,2013-800-25,2013-800,25,P,sackmann-local
2012-12-31,Brisbane,Hard,QF,Lesia Tsurenko,Daniela Hantuchova,6-3 6-4,3,2013-800-26,2013-800,26,P,sackmann-local
2012-12-31,Brisbane,Hard,SF,Serena Williams,Victoria Azarenka,W/O,3,2013-800-27,2013-800,27,P,sackmann-local
2012-12-31,Brisbane,Hard,SF,Anastasia Pavlyuchenkova,Lesia Tsurenko,4-6 6-1 6-2,3,2013-800-28,2013-800,28,P,sackmann-local
2012-12-31,Brisbane,Hard,F,Serena Williams,Anastasia Pavlyuchenkova,6-2 6-1,3,2013-800-29,2013-800,29,P,sackmann-local
2012-12-31,Brisbane,Hard,R32,Angelique Kerber,Anna Tatishvili,6-2 4-6 6-2,3,2013-800-3,2013-800,3,P,sackmann-local
2012-12-31,Brisbane,Hard,R32,Sara Errani,Olga Puchkova,6-1 6-3,3,2013-800-4,2013-800,4,P,sackmann-local
2012-12-31,Brisbane,Hard,R32,Daniela Hantuchova,Lourdes Dominguez Lino,7-5 6-2,3,2013-800-5,2013-800,5,P,sackmann-local
2012-12-31,Brisbane,Hard,R32,Jarmila Gajdosova,Roberta Vinci,4-6 6-1 6-3,3,2013-800-6,2013-800,6,P,sackmann-local
2012-12-31,Brisbane,Hard,R32,Urszula Radwanska,Tamira Paszek,2-6 6-0 6-2,3,2013-800-7,2013-800,7,P,sackmann-local
2012-12-31,Brisbane,Hard,R32,Ksenia Pervak,Caroline Wozniacki,2-6 6-3 7-6(1),3,2013-800-8,2013-800,8,P,sackmann-local
2012-12-31,Brisbane,Hard,R32,Serena Williams,Varvara Lepchenko,6-2 6-1,3,2013-800-9,2013-800,9,P,sackmann-local
2013-01-07,Hobart,Hard,R32,Shuai Peng,Su Wei Hsieh,6-2 6-7(4) 7-6(4),3,2013-1050-1,2013-1050,1,I,sackmann-local
2013-01-07,Hobart,Hard,R32,Bojana Jovanovski,Maria Teresa Torro Flor,6-0 7-6(7),3,2013-1050-10,2013-1050,10,I,sackmann-local
2013-01-07,Hobart,Hard,R32,Kirsten Flipkens,Francesca Schiavone,2-6 6-3 7-6(3),3,2013-1050-11,2013-1050,11,I,sackmann-local
2013-01-07,Hobart,Hard,R32,Klara Koukalova,Timea Babos,6-4 6-3,3,2013-1050-12,2013-1050,12,I,sackmann-local
2013-01-07,Hobart,Hard,R32,Tsvetana Pironkova,Irina Camelia Begu,6-3 6-4,3,2013-1050-13,2013-1050,13,I,sackmann-local
2013-01-07,Hobart,Hard,R32,Chanelle Scheepers,Alize Cornet,6-1 6-2,3,2013-1050-14,2013-1050,14,I,sackmann-local
2013-01-07,Hobart,Hard,R32,Mona Barthel,Ashleigh Barty,2-6 6-0 6-1,3,2013-1050-15,2013-1050,15,I,sackmann-local
2013-01-07,Hobart,Hard,R32,Olga Govortsova,Carla Suarez Navarro,6-2 6-1,3,2013-1050-16,2013-1050,16,I,sackmann-local
2013-01-07,Hobart,Hard,R16,Monica Niculescu,Shuai Peng,3-6 6-4 6-4,3,2013-1050-17,2013-1050,17,I,sackmann-local
2013-01-07,Hobart,Hard,R16,Kirsten Flipkens,Bojana Jovanovski,6-3 6-2,3,2013-1050-18,2013-1050,18,I,sackmann-local
2013-01-07,Hobart,Hard,R16,Tsvetana Pironkova,Klara Koukalova,3-6 6-4 6-2,3,2013-1050-19,2013-1050,19,I,sackmann-local
2013-01-07,Hobart,Hard,R32,Jarmila Gajdosova,Romina Oprandi,6-4 7-5,3,2013-1050-2,2013-1050,2,I,sackmann-local
2013-01-07,Hobart,Hard,R16,Mona Barthel,Chanelle Scheepers,7-6(3) 7-5,3,2013-1050-20,2013-1050,20,I,sackmann-local
2013-01-07,Hobart,Hard,R16,Jarmila Gajdosova,Olga Govortsova,6-3 6-1,3,2013-1050-21,2013-1050,21,I,sackmann-local
2013-01-07,Hobart,Hard,R16,Elena Vesnina,Yaroslava Shvedova,4-6 6-2 6-1,3,2013-1050-22,2013-1050,22,I,sackmann-local
2013-01-07,Hobart,Hard,R16,Sloane Stephens,Simona Halep,6-4 6-0,3,2013-1050-23,2013-1050,23,I,sackmann-local
2013-01-07,Hobart,Hard,R16,Lauren Davis,Sorana Cirstea,6-1 6-3,3,2013-1050-24,2013-1050,24,I,sackmann-local
2013-01-07,Hobart,Hard,QF,Kirsten Flipkens,Monica Niculescu,2-6 6-4 6-0,3,2013-1050-25,2013-1050,25,I,sackmann-local
2013-01-07,Hobart,Hard,QF,Mona Barthel,Tsvetana Pironkova,6-3 6-3,3,2013-1050-26,2013-1050,26,I,sackmann-local
2013-01-07,Hobart,Hard,QF,Elena Vesnina,Jarmila Gajdosova,6-3 6-2,3,2013-1050-27,2013-1050,27,I,sackmann-local
2013-01-07,Hobart,Hard,QF,Sloane Stephens,Lauren Davis,6-3 4-6 7-5,3,2013-1050-28,2013-1050,28,I,sackmann-local
2013-01-07,Hobart,Hard,SF,Mona Barthel,Kirsten Flipkens,6-4 6-4,3,2013-1050-29,2013-1050,29,I,sackmann-local
2013-01-07,Hobart,Hard,R32,Elena Vesnina,Silvia Soler Espinosa,6-2 6-4,3,2013-1050-3,2013-1050,3,I,sackmann-local
2013-01-07,Hobart,Hard,SF,Elena Vesnina,Sloane Stephens,6-2 6-2,3,2013-1050-30,2013-1050,30,I,sackmann-local
2013-01-07,Hobart,Hard,F,Elena Vesnina,Mona Barthel,6-3 6-4,3,2013-1050-31,2013-1050,31,I,sackmann-local
2013-01-07,Hobart,Hard,R32,Yaroslava Shvedova,Lourdes Dominguez Lino,6-4 6-1,3,2013-1050-4,2013-1050,4,I,sackmann-local
2013-01-07,Hobart,Hard,R32,Sloane Stephens,Laura Robson,6-4 7-6(4),3,2013-1050-5,2013-1050,5,I,sackmann-local
2013-01-07,Hobart,Hard,R32,Simona Halep,Lara Arruabarrena,6-3 6-2,3,2013-1050-6,2013-1050,6,I,sackmann-local
2013-01-07,Hobart,Hard,R32,Lauren Davis,Bojana Bobusic,1-6 6-2 7-6(5),3,2013-1050-7,2013-1050,7,I,sackmann-local
2013-01-07,Hobart,Hard,R32,Sorana Cirstea,Nina Bratchikova,3-6 7-5 6-2,3,2013-1050-8,2013-1050,8,I,sackmann-local
2013-01-07,Hobart,Hard,R32,Monica Niculescu,Mandy Minella,6-4 6-3,3,2013-1050-9,2013-1050,9,I,sackmann-local
2013-01-07,Sydney,Hard,R32,Kimiko Date Krumm,Casey Dellacqua,6-4 6-1,3,2013-702-1,2013-702,1,P,sackmann-local
2013-01-07,Sydney,Hard,R32,Ayumi Morita,Daniela Hantuchova,1-6 6-3 6-3,3,2013-702-10,2013-702,10,P,sackmann-local
2013-01-07,Sydney,Hard,R32,Madison Keys,Lucie Safarova,6-2 6-1,3,2013-702-11,2013-702,11,P,sackmann-local
2013-01-07,Sydney,Hard,R32,Jie Zheng,Samantha Stosur,6-3 6-7(7) 6-4,3,2013-702-12,2013-702,12,P,sackmann-local
2013-01-07,Sydney,Hard,R32,Dominika Cibulkova,Petra Kvitova,6-1 6-1,3,2013-702-13,2013-702,13,P,sackmann-local
2013-01-07,Sydney,Hard,R32,Kate Makarova,Varvara Lepchenko,6-4 4-6 6-1,3,2013-702-14,2013-702,14,P,sackmann-local
2013-01-07,Sydney,Hard,R16,Agnieszka Radwanska,Kimiko Date Krumm,6-4 6-3,3,2013-702-15,2013-702,15,P,sackmann-local
2013-01-07,Sydney,Hard,R16,Roberta Vinci,Jelena Jankovic,3-6 6-4 7-6(4),3,2013-702-16,2013-702,16,P,sackmann-local
2013-01-07,Sydney,Hard,R16,Na Li,Ayumi Morita,6-1 6-0,3,2013-702-17,2013-702,17,P,sackmann-local
2013-01-07,Sydney,Hard,R16,Madison Keys,Jie Zheng,6-0 6-4,3,2013-702-18,2013-702,18,P,sackmann-local
2013-01-07,Sydney,Hard,R16,Dominika Cibulkova,Kate Makarova,7-6(3) 1-6 7-6(1),3,2013-702-19,2013-702,19,P,sackmann-local
2013-01-07,Sydney,Hard,R32,Maria Kirilenko,Olivia Rogowska,7-5 6-2,3,2013-702-2,2013-702,2,P,sackmann-local
2013-01-07,Sydney,Hard,R16,Sara Errani,Maria Kirilenko,6-1 6-1,3,2013-702-20,2013-702,20,P,sackmann-local
2013-01-07,Sydney,Hard,R16,Svetlana Kuznetsova,Caroline Wozniacki,7-6(4) 1-6 6-2,3,2013-702-21,2013-702,21,P,sackmann-local
2013-01-07,Sydney,Hard,R16,Angelique Kerber,Galina Voskoboeva,6-2 7-5,3,2013-702-22,2013-702,22,P,sackmann-local
2013-01-07,Sydney,Hard,QF,Agnieszka Radwanska,Roberta Vinci,6-4 7-5,3,2013-702-23,2013-702,23,P,sackmann-local
2013-01-07,Sydney,Hard,QF,Na Li,Madison Keys,4-6 7-6(2) 6-2,3,2013-702-24,2013-702,24,P,sackmann-local
2013-01-07,Sydney,Hard,QF,Dominika Cibulkova,Sara Errani,6-2 6-1,3,2013-702-25,2013-702,25,P,sackmann-local
2013-01-07,Sydney,Hard,QF,Angelique Kerber,Svetlana Kuznetsova,6-3 7-5,3,2013-702-26,2013-702,26,P,sackmann-local
2013-01-07,Sydney,Hard,SF,Agnieszka Radwanska,Na Li,6-3 6-4,3,2013-702-27,2013-702,27,P,sackmann-local
2013-01-07,Sydney,Hard,SF,Dominika Cibulkova,Angelique Kerber,6-2 4-6 6-3,3,2013-702-28,2013-702,28,P,sackmann-local
2013-01-07,Sydney,Hard,F,Agnieszka Radwanska,Dominika Cibulkova,6-0 6-0,3,2013-702-29,2013-702,29,P,sackmann-local
2013-01-07,Sydney,Hard,R32,Sara Errani,Karolina Pliskova,6-1 6-3,3,2013-702-3,2013-702,3,P,sackmann-local
2013-01-07,Sydney,Hard,R32,Caroline Wozniacki,Urszula Radwanska,6-1 6-2,3,2013-702-4,2013-702,4,P,sackmann-local
2013-01-07,Sydney,Hard,R32,Svetlana Kuznetsova,Julia Goerges,3-6 6-3 6-3,3,2013-702-5,2013-702,5,P,sackmann-local
2013-01-07,Sydney,Hard,R32,Galina Voskoboeva,Yanina Wickmayer,3-6 7-6(5) 6-2,3,2013-702-6,2013-702,6,P,sackmann-local
2013-01-07,Sydney,Hard,R32,Jelena Jankovic,Tamira Paszek,6-2 7-6(5),3,2013-702-7,2013-702,7,P,sackmann-local
2013-01-07,Sydney,Hard,R32,Roberta Vinci,Nadia Petrova,7-5 7-5,3,2013-702-8,2013-702,8,P,sackmann-local
2013-01-07,Sydney,Hard,R32,Na Li,Christina Mchale,7-6(2) 7-5,3,2013-702-9,2013-702,9,P,sackmann-local
2013-01-14,Australian Open,Hard,R128,Victoria Azarenka,Monica Niculescu,6-1 6-4,3,2013-901-1,2013-901,1,G,sackmann-local
2013-01-14,Australian Open,Hard,R128,Garbine Muguruza,Magdalena Rybarikova,4-6 6-1 14-12,3,2013-901-10,2013-901,10,G,sackmann-local
2013-01-14,Australian Open,Hard,R32,Bojana Jovanovski,Kimiko Date Krumm,6-2 7-6(3),3,2013-901-100,2013-901,100,G,sackmann-local
2013-01-14,Australian Open,Hard,R32,Sloane Stephens,Laura Robson,7-5 6-3,3,2013-901-101,2013-901,101,G,sackmann-local
2013-01-14,Australian Open,Hard,R32,Na Li,Sorana Cirstea,6-4 6-1,3,2013-901-102,2013-901,102,G,sackmann-local
2013-01-14,Australian Open,Hard,R32,Julia Goerges,Jie Zheng,6-3 1-6 7-5,3,2013-901-103,2013-901,103,G,sackmann-local
2013-01-14,Australian Open,Hard,R32,Ana Ivanovic,Jelena Jankovic,7-5 6-3,3,2013-901-104,2013-901,104,G,sackmann-local
2013-01-14,Australian Open,Hard,R32,Agnieszka Radwanska,Heather Watson,6-3 6-1,3,2013-901-105,2013-901,105,G,sackmann-local
2013-01-14,Australian Open,Hard,R32,Angelique Kerber,Madison Keys,6-2 7-5,3,2013-901-106,2013-901,106,G,sackmann-local
2013-01-14,Australian Open,Hard,R32,Kate Makarova,Marion Bartoli,6-7(4) 6-3 6-4,3,2013-901-107,2013-901,107,G,sackmann-local
2013-01-14,Australian Open,Hard,R32,Kirsten Flipkens,Valeria Savinykh,6-2 4-6 6-3,3,2013-901-108,2013-901,108,G,sackmann-local
2013-01-14,Australian Open,Hard,R32,Maria Sharapova,Venus Williams,6-1 6-3,3,2013-901-109,2013-901,109,G,sackmann-local
2013-01-14,Australian Open,Hard,R128,Ayumi Morita,Anna Tatishvili,6-3 6-3,3,2013-901-11,2013-901,11,G,sackmann-local
2013-01-14,Australian Open,Hard,R32,Victoria Azarenka,Jamie Hampton,6-4 4-6 6-2,3,2013-901-110,2013-901,110,G,sackmann-local
2013-01-14,Australian Open,Hard,R32,Elena Vesnina,Roberta Vinci,4-6 7-6(4) 6-4,3,2013-901-111,2013-901,111,G,sackmann-local
2013-01-14,Australian Open,Hard,R32,Caroline Wozniacki,Lesia Tsurenko,6-4 6-3,3,2013-901-112,2013-901,112,G,sackmann-local
2013-01-14,Australian Open,Hard,R16,Victoria Azarenka,Elena Vesnina,6-1 6-1,3,2013-901-113,2013-901,113,G,sackmann-local
2013-01-14,Australian Open,Hard,R16,Svetlana Kuznetsova,Caroline Wozniacki,6-2 2-6 7-5,3,2013-901-114,2013-901,114,G,sackmann-local
2013-01-14,Australian Open,Hard,R16,Serena Williams,Maria Kirilenko,6-2 6-0,3,2013-901-115,2013-901,115,G,sackmann-local
2013-01-14,Australian Open,Hard,R16,Sloane Stephens,Bojana Jovanovski,6-1 3-6 7-5,3,2013-901-116,2013-901,116,G,sackmann-local
2013-01-14,Australian Open,Hard,R16,Na Li,Julia Goerges,7-6(6) 6-1,3,2013-901-117,2013-901,117,G,sackmann-local
2013-01-14,Australian Open,Hard,R16,Agnieszka Radwanska,Ana Ivanovic,6-2 6-4,3,2013-901-118,2013-901,118,G,sackmann-local
2013-01-14,Australian Open,Hard,R16,Kate Makarova,Angelique Kerber,7-5 6-4,3,2013-901-119,2013-901,119,G,sackmann-local
2013-01-14,Australian Open,Hard,R128,Eleni Daniilidou,Karolina Pliskova,7-5 5-7 6-4,3,2013-901-12,2013-901,12,G,sackmann-local
2013-01-14,Australian Open,Hard,R16,Maria Sharapova,Kirsten Flipkens,6-1 6-0,3,2013-901-120,2013-901,120,G,sackmann-local
2013-01-14,Australian Open,Hard,QF,Victoria Azarenka,Svetlana Kuznetsova,7-5 6-1,3,2013-901-121,2013-901,121,G,sackmann-local
2013-01-14,Australian Open,Hard,QF,Sloane Stephens,Serena Williams,3-6 7-5 6-4,3,2013-901-122,2013-901,122,G,sackmann-local
2013-01-14,Australian Open,Hard,QF,Na Li,Agnieszka Radwanska,7-5 6-3,3,2013-901-123,2013-901,123,G,sackmann-local
2013-01-14,Australian Open,Hard,QF,Maria Sharapova,Kate Makarova,6-2 6-2,3,2013-901-124,2013-901,124,G,sackmann-local
2013-01-14,Australian Open,Hard,SF,Victoria Azarenka,Sloane Stephens,6-1 6-4,3,2013-901-125,2013-901,125,G,sackmann-local
2013-01-14,Australian Open,Hard,SF,Na Li,Maria Sharapova,6-2 6-2,3,2013-901-126,2013-901,126,G,sackmann-local
2013-01-14,Australian Open,Hard,F,Victoria Azarenka,Na Li,4-6 6-4 6-3,3,2013-901-127,2013-901,127,G,sackmann-local
2013-01-14,Australian Open,Hard,R128,Annika Beck,Yaroslava Shvedova,6-2 6-7(7) 6-3,3,2013-901-13,2013-901,13,G,sackmann-local
2013-01-14,Australian Open,Hard,R128,Yanina Wickmayer,Jarmila Gajdosova,6-1 7-5,3,2013-901-14,2013-901,14,G,sackmann-local
2013-01-14,Australian Open,Hard,R128,Jana Cepelova,Greta Arn,6-2 6-2,3,2013-901-15,2013-901,15,G,sackmann-local
